"","logFC","logCPM","F","PValue","FDR","flag"
"FBgn0263745",0.109315533029692,4.15100773853879,1.26464733494542,0.282872779660284,0.502101656028781,"NotSig"
"FBgn0038577",-0.159645667738392,4.03810792185032,1.26438013270176,0.282921152962225,0.502101656028781,"NotSig"
"FBgn0037993",0.132885112749877,5.2817220015502,1.26347305338525,0.28308409132514,0.502283153039184,"NotSig"
"FBgn0030004",-0.208816431072239,3.55434586654109,1.26196989677987,0.283359303523972,0.502663739848932,"NotSig"
"FBgn0037541",0.169211056780494,8.49434348064809,1.26129746988841,0.283478762379589,0.502767924965856,"NotSig"
"FBgn0034371",0.108532508575598,6.18677814262773,1.26079511503831,0.283570056121654,0.502822123502071,"NotSig"
"FBgn0267824",-0.103967567478565,5.61693301703725,1.25899519508296,0.283897450900935,0.503294859959066,"NotSig"
"FBgn0035281",0.272239196109953,2.42430443058195,1.25773263871666,0.284137205810559,0.503540126948819,"NotSig"
"FBgn0030029",-0.207990441152025,2.30451574796026,1.25757074721465,0.284168261709599,0.503540126948819,"NotSig"
"FBgn0004168",0.177433815037104,6.01653342690376,1.25695694492889,0.28426878542948,0.503540126948819,"NotSig"
"FBgn0034728",-0.183498832747584,4.77074925764711,1.25690449430996,0.284279086044061,0.503540126948819,"NotSig"
"FBgn0005648",0.12127551744734,4.64026863209776,1.25571983707842,0.284495442969511,0.503815566276915,"NotSig"
"FBgn0004652",0.176735721742718,7.63143706524358,1.25521572920938,0.28458653173557,0.503869096714881,"NotSig"
"FBgn0004394",-0.212570424156252,3.3294780941289,1.253992870727,0.284813415367847,0.504001961897121,"NotSig"
"FBgn0036406",-0.212397886776258,3.04996761178813,1.25391884720035,0.284828088880748,0.504001961897121,"NotSig"
"FBgn0021995",-0.178689946206953,4.09149375743068,1.25381346410482,0.284844205787731,0.504001961897121,"NotSig"
"FBgn0035945",0.148006811329118,4.71063003350909,1.25250746313019,0.285082617702938,0.504316023923637,"NotSig"
"FBgn0052645",0.249496538691626,2.88826935298622,1.25121599723341,0.285323863984935,0.504447691532245,"NotSig"
"FBgn0086604",-0.139395940121753,7.1788500418889,1.25088792843376,0.285378480773678,0.504447691532245,"NotSig"
"FBgn0013813",0.250200814680993,5.60494887063255,1.250866506424,0.285382446300743,0.504447691532245,"NotSig"
"FBgn0030791",0.121748569870269,6.94881290638296,1.25068433446803,0.28541581346962,0.504447691532245,"NotSig"
"FBgn0003996",-0.174319141989072,3.61503017561155,1.2500395111025,0.285536583642464,0.504447691532245,"NotSig"
"FBgn0003866",0.162990228263001,3.70521555103618,1.24983929195794,0.285572906007626,0.504447691532245,"NotSig"
"FBgn0033989",0.113054474039055,6.06286427568013,1.24973884973463,0.285589281661924,0.504447691532245,"NotSig"
"FBgn0024943",-0.129124141156115,8.27109716407595,1.24943793311796,0.285644495458771,0.504447691532245,"NotSig"
"FBgn0038865",0.147504978771506,3.69251990469865,1.24863288985583,0.285794551540547,0.504530966218774,"NotSig"
"FBgn0032925",-0.13019964938977,3.91473089617701,1.24852708101289,0.285813532016675,0.504530966218774,"NotSig"
"FBgn0285911",0.103356907811804,5.77172457285924,1.24660327903318,0.286165571083573,0.505044716052207,"NotSig"
"FBgn0034399",0.158440389854782,5.25150576152206,1.24479122847629,0.286499551882686,0.50552638321329,"NotSig"
"FBgn0034982",0.137801889022004,4.89075145352805,1.24415990605742,0.286616363753627,0.505624733755866,"NotSig"
"FBgn0025742",-0.0933233157910696,5.27385674649942,1.24346356415274,0.286744438837031,0.505742907782654,"NotSig"
"FBgn0250754",0.197765776183602,6.14552898811732,1.24157634200969,0.287092815466343,0.506163866045245,"NotSig"
"FBgn0266673",-0.0873858758566513,5.03221622287167,1.24151112704624,0.287105388929638,0.506163866045245,"NotSig"
"FBgn0026441",-0.181394220726276,5.35970808674889,1.24095372074101,0.287208080952411,0.506237109262297,"NotSig"
"FBgn0034214",-0.15044815767835,3.54351649191615,1.2402251149998,0.287345393157815,0.506371330343454,"NotSig"
"FBgn0034093",0.121017658602717,5.12112961895108,1.23893935560014,0.287581401223645,0.506561551838245,"NotSig"
"FBgn0040273",-0.122810386000423,6.53809820421989,1.23888814110757,0.287590377884185,0.506561551838245,"NotSig"
"FBgn0039043",-0.10438313971195,5.24360632345874,1.23850292017846,0.287662013235009,0.506561551838245,"NotSig"
"FBgn0033978",0.138756263945737,4.49406946428217,1.23831240560938,0.287698081500596,0.506561551838245,"NotSig"
"FBgn0031285",-0.0908122231386081,9.76460233135216,1.23691305108395,0.28795670787309,0.506813340166334,"NotSig"
"FBgn0024244",0.14082654882991,3.69981387570078,1.23664580996838,0.288008524541484,0.506813340166334,"NotSig"
"FBgn0037817",0.13979672807055,4.77425290501194,1.23655026327762,0.28802473311784,0.506813340166334,"NotSig"
"FBgn0050089",0.198423370146918,6.43596737803033,1.23489953151034,0.288330857522404,0.507244192398636,"NotSig"
"FBgn0033853",0.101072765100662,6.03903401616938,1.23356395306502,0.288579406387264,0.507573593686033,"NotSig"
"FBgn0038318",-0.096987331553325,5.52498630997465,1.23235595229157,0.288804484821146,0.507817577267937,"NotSig"
"FBgn0035504",0.122326366630781,5.04105358203109,1.23216377249411,0.288840798569237,0.507817577267937,"NotSig"
"FBgn0029131",-0.113654419406192,4.65459887567871,1.23103095782744,0.289052433564107,0.508081761672451,"NotSig"
"FBgn0039690",0.126403552993132,5.13917282764763,1.22984574086112,0.289273401925679,0.508149735676979,"NotSig"
"FBgn0052296",0.212218516888357,5.75405201382698,1.22971341000559,0.289297638468789,0.508149735676979,"NotSig"
"FBgn0039696",-0.16057846846132,4.52478725122045,1.22961628025644,0.289316824199703,0.508149735676979,"NotSig"
"FBgn0032170",-0.0894253280532821,6.25470256556404,1.22950472333218,0.289336617222041,0.508149735676979,"NotSig"
"FBgn0002023",-0.142717213894018,4.40767154286014,1.22819887545723,0.289581970286092,0.508472774549005,"NotSig"
"FBgn0017430",-0.177280726699214,4.00770550331659,1.22663579362586,0.289875133062791,0.508805087022601,"NotSig"
"FBgn0033579",0.168733077109618,4.03418795286031,1.22653426897153,0.289894141259284,0.508805087022601,"NotSig"
"FBgn0032782",-0.131749152161643,5.15873762167467,1.2242094061795,0.29032881205768,0.509329394447698,"NotSig"
"FBgn0263762",-1.74029539416832,4.27806170192268,1.22399554837825,0.290370941662949,0.509329394447698,"NotSig"
"FBgn0039678",-0.644235122765552,4.45854563765714,1.22395553878946,0.290377429857849,0.509329394447698,"NotSig"
"FBgn0039743",-0.131963728693714,5.23387919494063,1.22306713233327,0.290543403467748,0.509512568800992,"NotSig"
"FBgn0038418",0.139615680744339,3.68609171275055,1.22225846322759,0.29069741505377,0.509674692763694,"NotSig"
"FBgn0261020",-0.162800399994096,4.86060101469919,1.21925807904955,0.291261096304478,0.510554862651867,"NotSig"
"FBgn0003175",0.156494075681514,7.24372991671664,1.21844776208616,0.291413259178493,0.510713457396008,"NotSig"
"FBgn0033712",-0.185740033700073,3.23089511555531,1.21572163004276,0.291932288410542,0.511514796984313,"NotSig"
"FBgn0014877",-0.133614052581056,4.8604408340779,1.2143481211326,0.292189143986432,0.511856522019397,"NotSig"
"FBgn0021856",-0.133540952215819,4.95461445398387,1.2135924779548,0.292332247939248,0.511998874696221,"NotSig"
"FBgn0027601",0.10020845710812,7.37816629738357,1.21131670886385,0.29276359438708,0.512645896347427,"NotSig"
"FBgn0027546",-0.137893843960029,4.96011020010128,1.21006075152876,0.293002862636846,0.512956375506544,"NotSig"
"FBgn0030300",-0.129522614497593,4.41788413438107,1.20752244678279,0.293486721366702,0.513694834290683,"NotSig"
"FBgn0038474",-0.118375110023694,4.88531885535576,1.20666323222461,0.293650119188608,0.513801588669668,"NotSig"
"FBgn0266671",-0.128729006516873,4.62364690562482,1.20655058740151,0.293671834470935,0.513801588669668,"NotSig"
"FBgn0014020",0.0870817665973429,8.06993971124787,1.20195585198998,0.294549443805469,0.515228152390762,"NotSig"
"FBgn0034567",-0.0878426395559139,5.42277749280116,1.20089820715716,0.294752314307359,0.51538473347651,"NotSig"
"FBgn0037544",-0.169706044129315,4.17191096461006,1.20084635763264,0.294763463342345,0.51538473347651,"NotSig"
"FBgn0033809",0.11398018936391,4.41470821708425,1.19980681929255,0.294962667101503,0.51556672566675,"NotSig"
"FBgn0039225",0.277313601467413,2.61264280118644,1.19968747976121,0.294992098017079,0.51556672566675,"NotSig"
"FBgn0032587",0.121768833586582,4.74032632363408,1.19848327321729,0.295216553059067,0.515850114558045,"NotSig"
"FBgn0037709",-0.214768674757789,3.76593039270282,1.19712497116671,0.295479144246706,0.516200007431627,"NotSig"
"FBgn0038564",0.125334810870536,4.24890518424178,1.19565315799283,0.295761668326244,0.516584567947884,"NotSig"
"FBgn0032684",0.251018392079186,4.75810296609087,1.19427055778875,0.296027769765776,0.516940288101848,"NotSig"
"FBgn0051450",-0.112989928439976,4.11460647765729,1.19348108894044,0.296180759527527,0.517098377926696,"NotSig"
"FBgn0050055",0.159011406077908,5.49174413298932,1.19302876760442,0.296266790522227,0.517139523241306,"NotSig"
"FBgn0003275",-0.154038983411061,3.85297352705948,1.19267900475818,0.296336154791566,0.517151565244388,"NotSig"
"FBgn0263602",0.197038372426518,3.91412907336428,1.19216110215523,0.296436125470588,0.517217003745205,"NotSig"
"FBgn0015371",0.157697165094717,8.37299452247597,1.19145592294116,0.296570760148037,0.517342883115382,"NotSig"
"FBgn0026415",0.16296581211031,8.36954864221476,1.19058308201804,0.296739660891068,0.517528471143281,"NotSig"
"FBgn0034304",0.109350152748076,4.90058253504648,1.18955857790081,0.296938712478579,0.51772036417513,"NotSig"
"FBgn0036627",-0.178970845281295,4.23834613426921,1.18937608887415,0.296974756548821,0.51772036417513,"NotSig"
"FBgn0036353",0.166483857068264,3.6684778512492,1.18414762298696,0.297991520519924,0.519383536501989,"NotSig"
"FBgn0034066",-0.0973936554738563,6.32684886909508,1.1832282729096,0.298168242620198,0.51938611456294,"NotSig"
"FBgn0264089",0.23220197125637,8.21710056682457,1.18310997937964,0.298191284253617,0.51938611456294,"NotSig"
"FBgn0270927",0.131273106931828,3.6609293213184,1.18227536037511,0.298356373432021,0.51938611456294,"NotSig"
"FBgn0033397",0.170404977378973,3.51408042814197,1.18227487286626,0.29835710389309,0.51938611456294,"NotSig"
"FBgn0037354",-0.157493728354774,4.18442379068929,1.18221447087993,0.298367230259109,0.51938611456294,"NotSig"
"FBgn0039527",-0.25747723692289,3.5972200737368,1.18191058925792,0.29842772978113,0.51938611456294,"NotSig"
"FBgn0036538",0.12896609925038,5.10320289011244,1.18187756260558,0.298432147237094,0.51938611456294,"NotSig"
"FBgn0085229",0.169141846368959,4.57233860495976,1.17942480494729,0.298911731686867,0.520111438973428,"NotSig"
"FBgn0012036",-0.113995718657912,9.17215566487669,1.17781803073313,0.299225247413321,0.52054755691004,"NotSig"
"FBgn0031868",-0.136914507506337,4.4420714255897,1.17708399373949,0.299370135928927,0.520690200704955,"NotSig"
"FBgn0003074",0.0785694483876543,8.51682928176626,1.17591604521218,0.299598093894733,0.520966528412812,"NotSig"
"FBgn0005658",0.141060127287202,5.25116166172844,1.17529489902042,0.299720237902224,0.520966528412812,"NotSig"
"FBgn0010315",0.211783839509624,3.26207535008706,1.17505543653705,0.299770519654706,0.520966528412812,"NotSig"
"FBgn0002183",-0.121626548434718,5.58972962240111,1.1748608244294,0.299805270689285,0.520966528412812,"NotSig"
"FBgn0032156",0.0875118091308116,8.83500471810192,1.17466525332337,0.299843641488954,0.520966528412812,"NotSig"
"FBgn0025394",-0.0812997357764763,6.22490840371582,1.1740500365611,0.299964537352092,0.521067227179598,"NotSig"
"FBgn0087039",-0.160681885144824,4.23221906160502,1.17341012142921,0.300091632098492,0.521178649495158,"NotSig"
"FBgn0026148",-0.135870052263316,3.75525954781194,1.17209016687308,0.300352159038942,0.521521712391653,"NotSig"
"FBgn0032450",0.161547961103945,2.83915652959838,1.17169983463977,0.300432634943149,0.521552062213112,"NotSig"
"FBgn0036212",0.169744045936038,2.96098370591213,1.17072432982678,0.300624084362442,0.521775009315861,"NotSig"
"FBgn0027330",-0.190847866989594,2.52483725521867,1.17030291681598,0.300710483717332,0.521815572143323,"NotSig"
"FBgn0016983",-0.0753712730414621,6.10133728958904,1.16868005068412,0.301022557196699,0.522247642714056,"NotSig"
"FBgn0040066",-0.147682711354301,3.84299255414731,1.16766716038502,0.301224643138951,0.522318338824932,"NotSig"
"FBgn0029867",-0.102931761895195,5.25386914895327,1.16762732087853,0.301230803339253,0.522318338824932,"NotSig"
"FBgn0039116",-0.159271806961644,4.62315958394559,1.16752029978886,0.301252574935264,0.522318338824932,"NotSig"
"FBgn0003250",0.0829129609493035,9.84743095927775,1.16661046167121,0.301431694875293,0.52249819508882,"NotSig"
"FBgn0024733",-0.178573637006846,9.83511914397704,1.16635359732416,0.30148253145782,0.52249819508882,"NotSig"
"FBgn0032924",-0.0884114639172978,5.42087184343361,1.16549901782692,0.301651888566794,0.522682290800437,"NotSig"
"FBgn0023214",-0.246714882055908,2.51049796225119,1.16490463929633,0.301777968998653,0.522791338217168,"NotSig"
"FBgn0037622",0.116747712418337,4.68787189787767,1.16422817104414,0.301904563183609,0.52290122983203,"NotSig"
"FBgn0037906",-0.195739352654586,3.90165697083409,1.16365659825846,0.302018742295506,0.522965620655396,"NotSig"
"FBgn0039543",0.175965333808621,4.43076968885033,1.16340477074211,0.302068075609869,0.522965620655396,"NotSig"
"FBgn0034722",-0.0935656075287166,6.0482306501525,1.16279433921051,0.302188215356485,0.522976067534152,"NotSig"
"FBgn0262955",0.0883959368475767,6.27451020447695,1.16273271403487,0.302200447769463,0.522976067534152,"NotSig"
"FBgn0033672",0.0910329813557891,5.07120339030122,1.16166010657584,0.302414071862846,0.523236384734065,"NotSig"
"FBgn0031049",0.179545016040401,5.0393274736646,1.1605408658732,0.302636691199541,0.523405604959615,"NotSig"
"FBgn0039588",-0.18847003370649,3.47535994977001,1.16054438045614,0.302638317543384,0.523405604959615,"NotSig"
"FBgn0262508",0.206476806799219,9.64199290669195,1.1598345172561,0.302776780451696,0.523535707050876,"NotSig"
"FBgn0050394",0.0830552733607889,5.30421077672135,1.15936369721291,0.3028707033465,0.523588756108932,"NotSig"
"FBgn0034270",0.197941166279238,2.84553571048863,1.15882720595762,0.302983014647111,0.523673565399465,"NotSig"
"FBgn0084049",0.230059590209036,2.45065344598484,1.15830770656852,0.303090141221763,0.523749379915462,"NotSig"
"FBgn0037552",0.286168931966631,3.45502009723237,1.15727893023653,0.303289321653503,0.523984201579581,"NotSig"
"FBgn0037669",-0.241889894996638,2.81256080545662,1.15648986344046,0.303449684161344,0.524043062182211,"NotSig"
"FBgn0024196",-0.112141242990133,5.49360639120968,1.1557478279216,0.303592155297925,0.524043062182211,"NotSig"
"FBgn0031764",-0.218558372041624,2.42439232834477,1.15567082317828,0.303616886812328,0.524043062182211,"NotSig"
"FBgn0259785",-0.118452049767098,6.14708953114588,1.15555984972276,0.303629704575007,0.524043062182211,"NotSig"
"FBgn0014075",0.108249736260659,6.64835716276052,1.15550890423791,0.303639880334348,0.524043062182211,"NotSig"
"FBgn0085241",-1.90350503411971,6.20927233147306,1.15469765569932,0.303802349203756,0.52421418279656,"NotSig"
"FBgn0263599",0.133608576606077,6.18597407711188,1.15311323781773,0.304119387220207,0.524651887225691,"NotSig"
"FBgn0042132",-0.0960667937391047,6.74529329120348,1.15245898544392,0.304250512949062,0.524717648061039,"NotSig"
"FBgn0263390",0.265755411610092,4.66823903927096,1.15229480028219,0.30428426480747,0.524717648061039,"NotSig"
"FBgn0030336",0.116007159218772,7.1764904569775,1.1512047967335,0.304502116101655,0.524962020992048,"NotSig"
"FBgn0067628",0.284432062845993,2.31538740079895,1.15100687383557,0.30455279464003,0.524962020992048,"NotSig"
"FBgn0031244",0.160382316622492,4.70815696976739,1.14875229136831,0.304995791473857,0.525616186014168,"NotSig"
"FBgn0037106",-0.139826058841448,3.9109805180063,1.1483205656993,0.305083534976672,0.525657978370836,"NotSig"
"FBgn0035245",0.124227415035602,5.48861131143509,1.1461297443216,0.305523280457841,0.52625386635235,"NotSig"
"FBgn0035246",-0.0899069230586269,9.0619396952756,1.1459647657305,0.305556508703436,0.52625386635235,"NotSig"
"FBgn0029003",0.143961323738155,4.26929339226001,1.1439956417915,0.305955262283643,0.526831035034585,"NotSig"
"FBgn0030921",-0.269302896046001,4.58746197458072,1.14329404391554,0.306096830136121,0.526965202058006,"NotSig"
"FBgn0030884",-0.174155687096157,3.75053016802354,1.14248713302883,0.306261204266561,0.527120701369826,"NotSig"
"FBgn0025809",0.136129676369596,4.4612181972227,1.14221873530061,0.306314493814499,0.527120701369826,"NotSig"
"FBgn0020626",-0.146052999377127,6.50594308445062,1.14159467325622,0.30643980871725,0.527226761506674,"NotSig"
"FBgn0032433",0.131150138987434,3.79713245830571,1.14092812718931,0.306576682559359,0.527352660483885,"NotSig"
"FBgn0265194",0.226194206370964,7.74741639651188,1.14032610160188,0.306696879221579,0.527449826147789,"NotSig"
"FBgn0035158",0.136017219477978,5.20247469262348,1.13803280126341,0.307162806853068,0.528141407671143,"NotSig"
"FBgn0000459",0.220764149092865,3.94312053039799,1.13701654781698,0.307370676287312,0.528389084091083,"NotSig"
"FBgn0010612",-0.117659705533995,8.78476658662,1.13526200475285,0.307726171598732,0.528687306072124,"NotSig"
"FBgn0031604",0.163409109707733,4.08493673875131,1.13522907844579,0.307734472895714,0.528687306072124,"NotSig"
"FBgn0040877",-0.0899460466799835,4.23068243591278,1.13522139215504,0.307735732330181,0.528687306072124,"NotSig"
"FBgn0027574",-0.111936281474231,4.22147936505637,1.13477033111092,0.307827655649573,0.528735510606393,"NotSig"
"FBgn0011591",-0.0763607134967168,5.82616416421006,1.1338156038927,0.308021081758943,0.528958003709249,"NotSig"
"FBgn0052667",-0.527520172688194,5.10816048581348,1.1325762100872,0.308274392063908,0.529283221048754,"NotSig"
"FBgn0001142",-0.0818429496644931,7.49425791113466,1.13200116808228,0.308391533664316,0.529374560897133,"NotSig"
"FBgn0024994",0.131646044422619,4.21908966624899,1.13134336549491,0.308527289239143,0.529497808377045,"NotSig"
"FBgn0023531",0.204408173909358,8.74449293007553,1.13076985784126,0.308643303707612,0.529587131895404,"NotSig"
"FBgn0044328",0.103216688781619,6.10136563990484,1.13041881276948,0.308715156465026,0.529600659008278,"NotSig"
"FBgn0032793",-0.151336627489152,4.43830037831654,1.13008016621861,0.308785509798349,0.529611608788177,"NotSig"
"FBgn0038088",-0.113758077260982,5.29845794712978,1.1296077287583,0.308881428238732,0.529666392789657,"NotSig"
"FBgn0003326",0.111719917328289,5.11492046483832,1.12671541013254,0.309474898955121,0.530574174456294,"NotSig"
"FBgn0014417",-0.116345964271576,4.07938821115716,1.12636073912274,0.309548674520752,0.530590781854515,"NotSig"
"FBgn0036306",0.186288044611004,4.14873023225751,1.12550053121151,0.309725518622725,0.530784013388024,"NotSig"
"FBgn0033716",-0.131961287200528,5.65542888482748,1.12433314618589,0.309964231712078,0.531083169359332,"NotSig"
"FBgn0032378",0.0828666305010815,5.95095631306854,1.12358336738783,0.310118602606702,0.531237722114812,"NotSig"
"FBgn0032787",-0.159454899802465,3.9342805627638,1.12296706892805,0.310247223946067,0.531348110684627,"NotSig"
"FBgn0051460",-0.276948579212519,2.25651102902601,1.12255479214387,0.310342224021908,0.531400883697492,"NotSig"
"FBgn0038206",-0.121540856240754,4.48554836407158,1.12157816812579,0.310533032234539,0.53161765381922,"NotSig"
"FBgn0030943",-0.229913292551733,2.59925654998626,1.11996583016563,0.310872376683381,0.532088568650344,"NotSig"
"FBgn0013949",-0.415397310383346,5.56945669433582,1.11897024798034,0.311070973833891,0.532296289230091,"NotSig"
"FBgn0034310",0.189318961425187,3.08663732981444,1.11873654584705,0.311123380016457,0.532296289230091,"NotSig"
"FBgn0036990",-0.116948899218507,4.21453741237228,1.11841695539087,0.311186621557391,0.532296289230091,"NotSig"
"FBgn0265262",-0.0817645148922531,9.35708895864043,1.11759488931376,0.311355555862896,0.53247524209645,"NotSig"
"FBgn0027594",0.115964760215885,7.47571108391336,1.11663209769412,0.311555084489104,0.532706432153097,"NotSig"
"FBgn0039187",0.116243289655254,7.55575877773299,1.11520034321546,0.311852131779595,0.533104232707674,"NotSig"
"FBgn0004837",0.135878757716762,4.18471537979975,1.11472418260887,0.311952383080258,0.533165520132423,"NotSig"
"FBgn0027085",-0.123562586003372,4.97473737906434,1.11340036469945,0.312226661595038,0.533524155076434,"NotSig"
"FBgn0037150",0.111045190966726,4.31285166522997,1.11231447080542,0.31245317141099,0.53370285733667,"NotSig"
"FBgn0034540",0.204362173390575,3.5865189840721,1.11228868815987,0.312460170251339,0.53370285733667,"NotSig"
"FBgn0036547",0.172308539537412,4.74089637064351,1.11165561787397,0.31259001211857,0.533814502955784,"NotSig"
"FBgn0032779",-0.163901789584424,3.54334335620601,1.11116162118289,0.312694732805157,0.533883211568136,"NotSig"
"FBgn0034689",-0.135838330182583,5.07470921412668,1.11045810694229,0.312839385095264,0.533977839666385,"NotSig"
"FBgn0001319",0.167630302352416,4.33945300676278,1.11027017393194,0.312879152098277,0.533977839666385,"NotSig"
"FBgn0003048",0.156847930429498,6.00253463433892,1.10887940653555,0.313168376206685,0.534361291552997,"NotSig"
"FBgn0040305",-0.127780790601329,5.10162501212788,1.10756945001638,0.313442532509332,0.534509658565892,"NotSig"
"FBgn0033449",-0.189079517623613,3.1014196124866,1.1072085847209,0.313521735992845,0.534509658565892,"NotSig"
"FBgn0037087",-0.152298670533199,3.70013403597415,1.10704097312665,0.313554945571163,0.534509658565892,"NotSig"
"FBgn0030813",-0.237453462080988,2.45436808172441,1.10702388393679,0.313565110660963,0.534509658565892,"NotSig"
"FBgn0036039",0.122053371917293,5.22204460206832,1.10692070756225,0.313578138863938,0.534509658565892,"NotSig"
"FBgn0030858",-0.100424386711336,4.52423502732306,1.10483815153855,0.314015029460824,0.535144180507649,"NotSig"
"FBgn0036512",-0.128984666399382,4.75881357314493,1.10428574382718,0.314130658428794,0.535231060121833,"NotSig"
"FBgn0000377",-0.117863338887148,4.7715617264821,1.10296522255216,0.314407830728882,0.535476462974637,"NotSig"
"FBgn0010398",-0.181789770059069,2.84222940475504,1.10284358434818,0.31443807101135,0.535476462974637,"NotSig"
"FBgn0083975",0.154653425289436,6.09604856173429,1.10262426967648,0.314478672948224,0.535476462974637,"NotSig"
"FBgn0086656",-0.0886985998057173,6.67455178706147,1.1021386392375,0.314580715254547,0.535476462974637,"NotSig"
"FBgn0263973",0.217237725034608,4.68513270478716,1.1020598687255,0.314598081399763,0.535476462974637,"NotSig"
"FBgn0030631",-0.169656873365961,4.68407319296079,1.10144188019403,0.314728026402716,0.535587529411734,"NotSig"
"FBgn0000241",0.116709634202675,5.21315609962716,1.10028716588759,0.314970539550852,0.535890073354194,"NotSig"
"FBgn0022787",0.122979103601709,7.2603586771404,1.09939212505831,0.315158767140007,0.535928417199687,"NotSig"
"FBgn0039055",0.113504208926144,5.46081008744164,1.09938868577261,0.315159536301393,0.535928417199687,"NotSig"
"FBgn0041096",-0.160535297374497,4.51171044665412,1.09926168270554,0.31518727664516,0.535928417199687,"NotSig"
"FBgn0028583",-2.1458049416451,9.29901927123951,1.09760782658685,0.315535113819944,0.536409693493905,"NotSig"
"FBgn0035816",0.102592721251566,6.38907865465648,1.09663093175058,0.315741446717401,0.536650264293444,"NotSig"
"FBgn0030964",0.196884707404495,3.5268372175659,1.09627126405678,0.315820319839808,0.536663113410586,"NotSig"
"FBgn0052843",0.0927876790612587,5.9071732063531,1.095981853808,0.315878651002511,0.536663113410586,"NotSig"
"FBgn0050421",-0.14173614119791,6.79991958168998,1.09517268946253,0.316049779622384,0.536767978412475,"NotSig"
"FBgn0027108",0.0910978048188046,6.92859272468281,1.0950769167892,0.31607004405856,0.536767978412475,"NotSig"
"FBgn0053198",0.246383134896558,3.67576631314932,1.09431817192888,0.316232764830344,0.53689036125907,"NotSig"
"FBgn0032161",-0.187400618735584,2.60687593293324,1.09385696873256,0.316335534100877,0.53689036125907,"NotSig"
"FBgn0031384",0.0913263484917489,6.90382365793132,1.09379597845145,0.316341271266611,0.53689036125907,"NotSig"
"FBgn0085201",0.164624072025202,6.34401187163544,1.09351175059935,0.316401506532552,0.53689036125907,"NotSig"
"FBgn0030088",-0.164369056119159,3.76510671051002,1.09233141985409,0.316653808682182,0.537208377475365,"NotSig"
"FBgn0000163",0.191772621609939,6.02617878421558,1.09022220682624,0.317099754829215,0.537819565135257,"NotSig"
"FBgn0041174",0.143764974001837,4.24789836750829,1.08990599425563,0.317168146302402,0.537819565135257,"NotSig"
"FBgn0030350",-0.103318648117258,5.50169577625807,1.08970878758017,0.317208954771767,0.537819565135257,"NotSig"
"FBgn0085271",-0.181077504573053,3.62484429939,1.08926254119496,0.317306186014077,0.537874265767924,"NotSig"
"FBgn0028969",-0.105828998508075,6.35500833582356,1.08619613181429,0.317957314932446,0.538867678674662,"NotSig"
"FBgn0036377",0.143959739071822,2.85840810771412,1.08474628934731,0.31827231802951,0.539291142236248,"NotSig"
"FBgn0039581",-0.213050925484361,7.29441699386977,1.08423929101975,0.318375313387138,0.539306125351295,"NotSig"
"FBgn0032285",-0.174351837277028,8.22001860788694,1.08407031281889,0.31841144349766,0.539306125351295,"NotSig"
"FBgn0019643",-0.102599128923946,7.17743328661077,1.08236405952589,0.318776625475933,0.539814211968756,"NotSig"
"FBgn0033135",0.149326283352248,3.77372144468362,1.08183927866613,0.318890875408796,0.539897251024422,"NotSig"
"FBgn0266005",0.248600894872416,2.41871609135442,1.08114608040385,0.319046909073329,0.540050983483559,"NotSig"
"FBgn0260959",-0.0863600317622723,5.11797176253298,1.0801406150588,0.319253799222502,0.54014452605296,"NotSig"
"FBgn0038609",-0.268846203219782,2.53915281437231,1.07999521002463,0.319292503975237,0.54014452605296,"NotSig"
"FBgn0027514",-0.139600343387522,3.95812171739358,1.07994082452733,0.31929789956555,0.54014452605296,"NotSig"
"FBgn0033196",-0.0990403608801226,7.63346299026076,1.07941518415225,0.319409163047226,0.540222361770783,"NotSig"
"FBgn0052432",0.160054220743211,8.46205733062802,1.07862762523851,0.319578397557718,0.540398193092391,"NotSig"
"FBgn0050373",-0.100388549090843,5.26257685337515,1.07807528507474,0.319697393779088,0.540403096118233,"NotSig"
"FBgn0034691",0.132803086145742,7.4608359251667,1.07800704296073,0.319711845003878,0.540403096118233,"NotSig"
"FBgn0037798",0.126912745341071,4.16643691050453,1.07768370633274,0.319782841190718,0.540412766323322,"NotSig"
"FBgn0052675",0.0771990767223471,6.92521695257945,1.0766152801756,0.320011411687941,0.54068866884989,"NotSig"
"FBgn0016698",-0.111141476952986,4.55517872227541,1.07567165695612,0.32021573937883,0.540814592340277,"NotSig"
"FBgn0087013",-0.10245419062225,8.80000047443336,1.07540462352183,0.320272314228183,0.540814592340277,"NotSig"
"FBgn0003557",0.122356914619807,7.20359274103134,1.07536013448135,0.320281911613042,0.540814592340277,"NotSig"
"FBgn0033434",0.0825433585265946,5.8263853732603,1.07238113770476,0.320925262071964,0.541624022718858,"NotSig"
"FBgn0262782",-0.141867591912668,8.08164029737735,1.07227030442366,0.320949205209593,0.541624022718858,"NotSig"
"FBgn0028541",0.074538487461584,6.49256123619719,1.07223182606046,0.320957537801512,0.541624022718858,"NotSig"
"FBgn0036249",-0.142660739815151,3.88862528387812,1.07154720503914,0.321107311077699,0.541679222528446,"NotSig"
"FBgn0032705",-0.214478377283586,2.87190656733533,1.07150020142541,0.321121104501705,0.541679222528446,"NotSig"
"FBgn0033108",0.139608329682318,7.45007321093874,1.07029444034205,0.32137696774313,0.542000390292397,"NotSig"
