FBgn,logFC_Tutorial,qval_Tutorial,logFC_Published,qval_Published,direction_agree,sig_A,sig_B,category,delta_logFC,abs_delta
FBgn0087007,-0.0388216080120117,0.899717432132721,0.124811641373259,0.646007547547722,FALSE,FALSE,FALSE,ns_both,0.16363324938527068,0.16363324938527068
FBgn0034364,-0.119780097011025,0.94709239508855,0.0438420948158426,1,FALSE,FALSE,FALSE,ns_both,0.1636221918268676,0.1636221918268676
FBgn0036342,-0.0708878954168554,0.865543392711026,0.0911061888415168,0.970434807390596,FALSE,FALSE,FALSE,ns_both,0.1619940842583722,0.1619940842583722
FBgn0034480,-0.0834908357613562,0.959566004106409,0.0768611973739438,1,FALSE,FALSE,FALSE,ns_both,0.1603520331353,0.1603520331353
FBgn0031894,0.00821211887770328,0.99282848735203,-0.152087547671273,0.977807883518485,FALSE,FALSE,FALSE,ns_both,-0.1602996665489763,0.1602996665489763
FBgn0035998,0.115813470387298,0.769765301513311,-0.0432820629024461,1,FALSE,FALSE,FALSE,ns_both,-0.1590955332897441,0.1590955332897441
FBgn0032381,0.00782453903176954,0.995598175211115,-0.151218522237186,1,FALSE,FALSE,FALSE,ns_both,-0.15904306126895554,0.15904306126895554
FBgn0042175,-0.158562252321728,0.507077543648615,0,1,FALSE,FALSE,FALSE,ns_both,0.158562252321728,0.158562252321728
FBgn0034479,-0.0565091786583224,0.971403605206783,0.100845635191439,1,FALSE,FALSE,FALSE,ns_both,0.1573548138497614,0.1573548138497614
FBgn0038102,0.156046508554409,0.896427565304588,0,1,FALSE,FALSE,FALSE,ns_both,-0.156046508554409,0.156046508554409
FBgn0086915,-0.0372399242198682,0.981403479553125,0.117561198461385,1,FALSE,FALSE,FALSE,ns_both,0.1548011226812532,0.1548011226812532
FBgn0030508,-0.0858457850275696,0.765110639435234,0.0687721855169337,0.869214342961919,FALSE,FALSE,FALSE,ns_both,0.1546179705445033,0.1546179705445033
FBgn0039075,-0.0888793936055358,0.769765301513311,0.0638908739825285,0.953902890246851,FALSE,FALSE,FALSE,ns_both,0.1527702675880643,0.1527702675880643
FBgn0036806,-0.081502646067897,0.948006732155954,0.071172526567187,1,FALSE,FALSE,FALSE,ns_both,0.152675172635084,0.152675172635084
FBgn0000056,0.152447174128082,0.745931374703486,0,1,FALSE,FALSE,FALSE,ns_both,-0.152447174128082,0.152447174128082
FBgn0040588,-0.0903596135379219,0.787030282343367,0.0616662543305007,1,FALSE,FALSE,FALSE,ns_both,0.1520258678684226,0.1520258678684226
FBgn0261361,0.151398644196677,0.410156168659703,0,1,FALSE,FALSE,FALSE,ns_both,-0.151398644196677,0.151398644196677
FBgn0262516,0.151398644196677,0.410156168659703,0,1,FALSE,FALSE,FALSE,ns_both,-0.151398644196677,0.151398644196677
FBgn0040524,-0.105429767874843,0.824743210001589,0.0453051975533489,1,FALSE,FALSE,FALSE,ns_both,0.1507349654281919,0.1507349654281919
FBgn0045477,0.150628462297011,0.874184602996742,0,1,FALSE,FALSE,FALSE,ns_both,-0.150628462297011,0.150628462297011
FBgn0003326,-0.0320176843457245,0.91460081543396,0.118267818866543,0.626352855307521,FALSE,FALSE,FALSE,ns_both,0.1502855032122675,0.1502855032122675
FBgn0030230,-0.0978488571321358,0.705135013328007,0.0501050655762911,0.984290948139887,FALSE,FALSE,FALSE,ns_both,0.1479539227084269,0.1479539227084269
FBgn0034093,-0.0362257302607682,0.903064820305203,0.111120929906826,0.719764564374205,FALSE,FALSE,FALSE,ns_both,0.1473466601675942,0.1473466601675942
FBgn0264075,-0.091569941994025,0.711397802763297,0.0551549337213465,0.833655930933477,FALSE,FALSE,FALSE,ns_both,0.14672487571537152,0.14672487571537152
FBgn0031951,-0.0724641030580894,0.870966043785123,0.0737819180963146,0.986409372514425,FALSE,FALSE,FALSE,ns_both,0.146246021154404,0.146246021154404
FBgn0040608,-0.102010804060176,0.92517609942425,0.042937025817176,1,FALSE,FALSE,FALSE,ns_both,0.144947829877352,0.144947829877352
FBgn0010750,-0.136513724905854,0.65066551427899,0.00840529173999098,1,FALSE,FALSE,FALSE,ns_both,0.144919016645845,0.144919016645845
FBgn0261836,-0.0679046096228579,0.904880717393797,0.0761649214694865,0.972224015543022,FALSE,FALSE,FALSE,ns_both,0.14406953109234438,0.14406953109234438
FBgn0030529,-0.0152527598775473,0.956636981097888,0.126877776339941,0.516108974346077,FALSE,FALSE,FALSE,ns_both,0.14213053621748828,0.14213053621748828
FBgn0264742,0.142008958198305,0.439178207093791,0,1,FALSE,FALSE,FALSE,ns_both,-0.142008958198305,0.142008958198305
FBgn0264743,0.142008958198305,0.439178207093791,0,1,FALSE,FALSE,FALSE,ns_both,-0.142008958198305,0.142008958198305
FBgn0044011,-0.0597993097109306,0.94592176503754,0.0816162384394315,1,FALSE,FALSE,FALSE,ns_both,0.1414155481503621,0.1414155481503621
FBgn0050100,-0.140506779731744,0.782505906933421,0,1,FALSE,FALSE,FALSE,ns_both,0.140506779731744,0.140506779731744
FBgn0259718,-0.140506779731744,0.782505906933421,0,1,FALSE,FALSE,FALSE,ns_both,0.140506779731744,0.140506779731744
FBgn0034664,0.0890296001575002,0.93978240356154,-0.0514213396762149,1,FALSE,FALSE,FALSE,ns_both,-0.1404509398337151,0.1404509398337151
FBgn0028991,0.14014988762885,0.823509805860261,0,1,FALSE,FALSE,FALSE,ns_both,-0.14014988762885,0.14014988762885
FBgn0033640,0.100587783372303,0.937940591909009,-0.0393924318827319,1,FALSE,FALSE,FALSE,ns_both,-0.1399802152550349,0.1399802152550349
FBgn0262716,-0.0479016905789134,0.865777512089468,0.0917026231682529,0.642341892058053,FALSE,FALSE,FALSE,ns_both,0.1396043137471663,0.1396043137471663
FBgn0027358,-0.139358181492394,0.782505906933421,0,1,FALSE,FALSE,FALSE,ns_both,0.139358181492394,0.139358181492394
FBgn0020238,-0.0603216074876062,0.828969292204488,0.0786545594108969,0.740814946067025,FALSE,FALSE,FALSE,ns_both,0.1389761668985031,0.1389761668985031
FBgn0053113,-0.0238053342836981,0.937036268216762,0.114876979852748,0.52167235898405,FALSE,FALSE,FALSE,ns_both,0.1386823141364461,0.1386823141364461
FBgn0050046,-0.0874736994981242,0.938291063995957,0.0506325370347811,1,FALSE,FALSE,FALSE,ns_both,0.1381062365329053,0.1381062365329053
FBgn0028955,-0.138057349185982,0.820761395134186,0,1,FALSE,FALSE,FALSE,ns_both,0.138057349185982,0.138057349185982
FBgn0261839,0.137913624335715,0.943428558722601,0,1,FALSE,FALSE,FALSE,ns_both,-0.137913624335715,0.137913624335715
FBgn0038571,-0.137805785367392,0.766946265724206,0,1,FALSE,FALSE,FALSE,ns_both,0.137805785367392,0.137805785367392
FBgn0029002,-0.111940799834165,0.80815160629598,0.025761766986861,1,FALSE,FALSE,FALSE,ns_both,0.137702566821026,0.137702566821026
FBgn0037374,-0.0252579267970034,0.941260926626045,0.112353128540571,0.711494223601027,FALSE,FALSE,FALSE,ns_both,0.1376110553375744,0.1376110553375744
FBgn0263391,-0.0547200684491032,0.837657150061313,0.0827161059837543,0.490397059461671,FALSE,FALSE,FALSE,ns_both,0.1374361744328575,0.1374361744328575
FBgn0035999,-0.0618428832997121,0.874684393674091,0.0755871496473741,0.986409372514425,FALSE,FALSE,FALSE,ns_both,0.1374300329470862,0.1374300329470862
FBgn0031039,-0.13631832305481,0.601414105773718,0,1,FALSE,FALSE,FALSE,ns_both,0.13631832305481,0.13631832305481
FBgn0019929,-0.100695716564127,0.903056012649789,0.0350916857293301,1,FALSE,FALSE,FALSE,ns_both,0.1357874022934571,0.1357874022934571
FBgn0004907,-9.1222961516828e-4,0.997447640697893,0.134002006123283,0.34240772843052,FALSE,FALSE,FALSE,ns_both,0.1349142357384513,0.1349142357384513
FBgn0039836,0.127062134364472,0.851212759639927,-0.00777981226647414,1,FALSE,FALSE,FALSE,ns_both,-0.13484194663094615,0.13484194663094615
FBgn0005658,-0.00243443519010994,0.994816158037792,0.132189229532379,0.613611606977937,FALSE,FALSE,FALSE,ns_both,0.13462366472248893,0.13462366472248893
FBgn0261842,-0.134539788804118,0.856796798856903,0,1,FALSE,FALSE,FALSE,ns_both,0.134539788804118,0.134539788804118
FBgn0050120,-0.133486899386241,0.83621229798892,0,1,FALSE,FALSE,FALSE,ns_both,0.133486899386241,0.133486899386241
FBgn0053502,-0.132905203126944,0.874184602996742,0,1,FALSE,FALSE,FALSE,ns_both,0.132905203126944,0.132905203126944
FBgn0004108,-0.0330317726343203,0.896125926202174,0.0998640358852832,0.717209580853239,FALSE,FALSE,FALSE,ns_both,0.1328958085196035,0.1328958085196035
FBgn0031305,-0.0372549009061853,0.981403479553125,0.0951240331725755,1,FALSE,FALSE,FALSE,ns_both,0.1323789340787608,0.1323789340787608
FBgn0062449,-0.0810255530900959,0.769219514179719,0.0510522201933186,0.986409372514425,FALSE,FALSE,FALSE,ns_both,0.1320777732834145,0.1320777732834145
FBgn0037634,-0.0365694304891102,0.950919891208878,0.0942641965062615,1,FALSE,FALSE,FALSE,ns_both,0.1308336269953717,0.1308336269953717
FBgn0083976,-0.13081170564733,0.765744972829028,0,1,FALSE,FALSE,FALSE,ns_both,0.13081170564733,0.13081170564733
FBgn0037282,-0.0458668366411297,0.866361355930875,0.0849165876725885,0.721820452931535,FALSE,FALSE,FALSE,ns_both,0.1307834243137182,0.1307834243137182
FBgn0028741,0.130301917099402,0.626887546602296,0,1,FALSE,FALSE,FALSE,ns_both,-0.130301917099402,0.130301917099402
FBgn0039831,-0.00399692649729908,0.990674975356611,0.126032272156646,0.399723856973836,FALSE,FALSE,FALSE,ns_both,0.13002919865394508,0.13002919865394508
FBgn0037445,-0.0319513157370682,0.93848182534674,0.0972973980263285,0.613611606977937,FALSE,FALSE,FALSE,ns_both,0.1292487137633967,0.1292487137633967
FBgn0027513,-0.068598968792631193,0.955636336000164,0.0597149801913453,1,FALSE,FALSE,FALSE,ns_both,0.1283139489839765,0.1283139489839765
FBgn0086698,0.126045843083895,0.548559052905146,-0.00222976615640265,1,FALSE,FALSE,FALSE,ns_both,-0.12827560924029766,0.12827560924029766
FBgn0034045,-0.0445216437818837,0.948006732155954,0.0835746263362085,1,FALSE,FALSE,FALSE,ns_both,0.12809627011809221,0.12809627011809221
FBgn0083942,-0.127756380071707,0.843381617983833,0,1,FALSE,FALSE,FALSE,ns_both,0.127756380071707,0.127756380071707
FBgn0038365,0.00234057153008461,0.997447640697893,-0.125345568307758,1,FALSE,FALSE,FALSE,ns_both,-0.1276861398378426,0.1276861398378426
FBgn0038878,-0.045171657579411,0.890404057289235,0.0822988633363704,0.965177768577228,FALSE,FALSE,FALSE,ns_both,0.1274705209157814,0.1274705209157814
FBgn0038488,-0.0440628733310378,0.869236447722828,0.0827006043094223,0.6914283845493,FALSE,FALSE,FALSE,ns_both,0.1267634776404601,0.1267634776404601
FBgn0003134,-0.0743162767858972,0.757509130270944,0.0523907338952648,0.977091491897407,FALSE,FALSE,FALSE,ns_both,0.126707010681162,0.126707010681162
FBgn0015614,-0.0511398409852048,0.840070314934966,0.0752109519073851,0.721550067555897,FALSE,FALSE,FALSE,ns_both,0.12635079289258988,0.12635079289258988
FBgn0000636,-0.0419464278032521,0.865777512089468,0.0840848965731493,0.647886770426315,FALSE,FALSE,FALSE,ns_both,0.1260313243764014,0.1260313243764014
FBgn0262111,-0.0788043798751491,0.91460081543396,0.047166582078768,1,FALSE,FALSE,FALSE,ns_both,0.1259709619539171,0.1259709619539171
FBgn0259699,0.124295769234399,0.70041177391228,0,1,FALSE,FALSE,FALSE,ns_both,-0.124295769234399,0.124295769234399
FBgn0037070,-0.122670463623137,0.755770865770618,0.00107090818149807,1,FALSE,FALSE,FALSE,ns_both,0.12374137180463507,0.12374137180463507
FBgn0040832,-0.0614734396769682,0.895533510834968,0.0617823994869707,1,FALSE,FALSE,FALSE,ns_both,0.1232558391639389,0.1232558391639389
FBgn0267252,-0.0864753904531992,0.746286539510588,0.0366895862438793,1,FALSE,FALSE,FALSE,ns_both,0.1231649766970785,0.1231649766970785
FBgn0036380,-0.103201113938523,0.869236447722828,0.01950826363619,1,FALSE,FALSE,FALSE,ns_both,0.12270937757471301,0.12270937757471301
FBgn0261679,-0.12181562062632,0.799399533521535,0,1,FALSE,FALSE,FALSE,ns_both,0.12181562062632,0.12181562062632
FBgn0261680,-0.12181562062632,0.799399533521535,0,1,FALSE,FALSE,FALSE,ns_both,0.12181562062632,0.12181562062632
FBgn0284442,0.0345835747112236,0.976282158191785,-0.0869358284137117,1,FALSE,FALSE,FALSE,ns_both,-0.1215194031249353,0.1215194031249353
FBgn0003321,-0.0119272968540525,0.964414489152641,0.109358952652964,0.374559124509892,FALSE,FALSE,FALSE,ns_both,0.1212862495070165,0.1212862495070165
FBgn0035553,-0.0949914977648127,0.938291063995957,0.0258936212207365,1,FALSE,FALSE,FALSE,ns_both,0.1208851189855492,0.1208851189855492
FBgn0015036,-0.107665529703993,0.736402363778711,0.0124494444387426,1,FALSE,FALSE,FALSE,ns_both,0.1201149741427356,0.1201149741427356
FBgn0031011,-0.0598952576201797,0.815064582962638,0.0600295145160814,0.838202342526627,FALSE,FALSE,FALSE,ns_both,0.1199247721362611,0.1199247721362611
FBgn0016122,-0.0755309428878635,0.927163725754763,0.0430101656041174,1,FALSE,FALSE,FALSE,ns_both,0.11854110849198089,0.11854110849198089
FBgn0250851,0.118478517268346,0.675972036043042,0,1,FALSE,FALSE,FALSE,ns_both,-0.118478517268346,0.118478517268346
FBgn0082598,-0.10562890347337,0.620556490483125,0.0126345155763972,1,FALSE,FALSE,FALSE,ns_both,0.1182634190497672,0.1182634190497672
FBgn0085218,0.117934487542098,0.818286534439684,0,1,FALSE,FALSE,FALSE,ns_both,-0.117934487542098,0.117934487542098
FBgn0031419,-0.0502003029214938,0.93978240356154,0.0676834265939635,1,FALSE,FALSE,FALSE,ns_both,0.1178837295154573,0.1178837295154573
FBgn0259990,0.117484441657782,0.821763073139619,0,1,FALSE,FALSE,FALSE,ns_both,-0.117484441657782,0.117484441657782
FBgn0053087,0.0394440418787268,0.962550535586621,-0.0778949372979747,0.989819258610075,FALSE,FALSE,FALSE,ns_both,-0.1173389791767015,0.1173389791767015
FBgn0260743,-0.0828288147148254,0.711562386456872,0.0339791700036555,1,FALSE,FALSE,FALSE,ns_both,0.11680798471848089,0.11680798471848089
FBgn0032810,-0.0463135216395186,0.867400237904317,0.0694879252933873,0.978486416312947,FALSE,FALSE,FALSE,ns_both,0.11580144693290591,0.11580144693290591
FBgn0035120,-0.0937876681968386,0.768970233807012,0.021444653359405,1,FALSE,FALSE,FALSE,ns_both,0.1152323215562436,0.1152323215562436
FBgn0260770,-0.114473633203926,0.711012137958971,0,1,FALSE,FALSE,FALSE,ns_both,0.114473633203926,0.114473633203926
FBgn0266521,-0.0750657294440574,0.761804142921016,0.0388710386443621,1,FALSE,FALSE,FALSE,ns_both,0.1139367680884195,0.1139367680884195
FBgn0039172,-0.0957212296919581,0.764684232986586,0.0177994810067883,1,FALSE,FALSE,FALSE,ns_both,0.1135207106987464,0.1135207106987464
FBgn0029835,-0.0272788309990937,0.943428558722601,0.0835918425951721,0.90792898242902,FALSE,FALSE,FALSE,ns_both,0.1108706735942658,0.1108706735942658
FBgn0016978,-0.0720435104253557,0.773221872379756,0.0376855014032572,0.977077554859024,FALSE,FALSE,FALSE,ns_both,0.1097290118286129,0.1097290118286129
FBgn0035816,-0.00657138425489204,0.980290401233709,0.10293538219073,0.721820452931535,FALSE,FALSE,FALSE,ns_both,0.10950676644562203,0.10950676644562203
FBgn0045478,0.109049882459294,0.937940591909009,0,1,FALSE,FALSE,FALSE,ns_both,-0.109049882459294,0.109049882459294
FBgn0041164,0.106082886713987,0.818286534439684,-0.00273974012000719,1,FALSE,FALSE,FALSE,ns_both,-0.10882262683399418,0.10882262683399418
FBgn0023549,-0.0418482488331471,0.916293007383169,0.0655466131957025,1,FALSE,FALSE,FALSE,ns_both,0.1073948620288496,0.1073948620288496
FBgn0037792,-0.0790971785842488,0.858631439648738,0.0282139440086367,1,FALSE,FALSE,FALSE,ns_both,0.1073111225928855,0.1073111225928855
FBgn0005671,-0.051268096568415,0.858236643880374,0.055546931729835,0.91078918508844,FALSE,FALSE,FALSE,ns_both,0.10681502829825,0.10681502829825
FBgn0001280,0.0315309978001068,0.938291063995957,-0.0749019127422675,1,FALSE,FALSE,FALSE,ns_both,-0.1064329105423743,0.1064329105423743
FBgn0033166,-0.069356854265226,0.78543393998794,0.0370734549420542,1,FALSE,FALSE,FALSE,ns_both,0.1064303092072802,0.1064303092072802
FBgn0039309,0.105968445682756,0.754282559490605,0,1,FALSE,FALSE,FALSE,ns_both,-0.105968445682756,0.105968445682756
FBgn0011274,-0.017718692733178,0.947062992940675,0.0881670933573735,0.734451038557446,FALSE,FALSE,FALSE,ns_both,0.10588578609055149,0.10588578609055149
FBgn0035675,0.0972110465754281,0.882988068369335,-0.00859885088342323,1,FALSE,FALSE,FALSE,ns_both,-0.10580989745885133,0.10580989745885133
FBgn0037144,-0.0579628540558702,0.950817268567178,0.0471882982952067,1,FALSE,FALSE,FALSE,ns_both,0.1051511523510769,0.1051511523510769
FBgn0036389,0.104825028028315,0.665544430671218,0,1,FALSE,FALSE,FALSE,ns_both,-0.104825028028315,0.104825028028315
FBgn0004924,-0.0293262811662691,0.91722871702408,0.0751527594738201,0.773744419140442,FALSE,FALSE,FALSE,ns_both,0.1044790406400892,0.1044790406400892
FBgn0037689,0.104101674373288,0.616928543130247,0,1,FALSE,FALSE,FALSE,ns_both,-0.104101674373288,0.104101674373288
FBgn0036271,-0.0769718713192308,0.847042551797825,0.0252654391275218,1,FALSE,FALSE,FALSE,ns_both,0.1022373104467526,0.1022373104467526
FBgn0033265,0.0318292649555455,0.954294170267098,-0.0702640273490432,0.986409372514425,FALSE,FALSE,FALSE,ns_both,-0.1020932923045887,0.1020932923045887
FBgn0050096,0.0369661734941725,0.962550535586621,-0.0647701285976427,1,FALSE,FALSE,FALSE,ns_both,-0.1017363020918152,0.1017363020918152
FBgn0030251,-0.0831059560416879,0.922703211510173,0.0182364196774889,1,FALSE,FALSE,FALSE,ns_both,0.1013423757191768,0.1013423757191768
FBgn0260817,-0.00266761667369815,0.995799873099048,0.0976793546617286,1,FALSE,FALSE,FALSE,ns_both,0.10034697133542675,0.10034697133542675
FBgn0000017,-0.0504381264095315,0.889107114104999,0.0498753159168669,0.962938991527359,FALSE,FALSE,FALSE,ns_both,0.1003134423263984,0.1003134423263984
FBgn0038105,-0.0659969156190105,0.947168258885142,0.0341806815149699,1,FALSE,FALSE,FALSE,ns_both,0.10017759713398039,0.10017759713398039
FBgn0031634,-0.0107873723546243,0.983487814128585,0.0889437394334824,1,FALSE,FALSE,FALSE,ns_both,0.0997311117881067,0.0997311117881067
FBgn0037720,-0.0754800600841952,0.81066817716853,0.0242336923475098,1,FALSE,FALSE,FALSE,ns_both,0.099713752431705,0.099713752431705
FBgn0005660,-0.054261019293885,0.949290145681094,0.0454258287700763,1,FALSE,FALSE,FALSE,ns_both,0.0996868480639613,0.0996868480639613
FBgn0014020,-0.0279824992005835,0.922703211510173,0.0711294520243299,0.702261644156246,FALSE,FALSE,FALSE,ns_both,0.0991119512249134,0.0991119512249134
FBgn0041781,-0.0255442442815466,0.927163725754763,0.0734497294857363,0.613611606977937,FALSE,FALSE,FALSE,ns_both,0.0989939737672829,0.0989939737672829
FBgn0266540,-0.098728688935925707,0.769219514179719,0,1,FALSE,FALSE,FALSE,ns_both,0.098728688935925707,0.098728688935925707
FBgn0025355,-0.098728688935925707,0.769219514179719,0,1,FALSE,FALSE,FALSE,ns_both,0.098728688935925707,0.098728688935925707
FBgn0039492,-0.0509609903642356,0.899782654017433,0.0472180938878025,0.988736077453421,FALSE,FALSE,FALSE,ns_both,0.0981790842520381,0.0981790842520381
FBgn0036337,0.0328935914451631,0.954373031353014,-0.0650728849080395,0.898384741082824,FALSE,FALSE,FALSE,ns_both,-0.0979664763532026,0.0979664763532026
FBgn0283680,-0.0172478477505248,0.948006732155954,0.0806011059128531,0.780125505233878,FALSE,FALSE,FALSE,ns_both,0.0978489536633779,0.0978489536633779
FBgn0000422,-0.0735231976429121,0.77427414493309,0.0236094905412169,1,FALSE,FALSE,FALSE,ns_both,0.097132688184129,0.097132688184129
FBgn0004914,-0.0029012994693409,0.992174560801773,0.093665823617904,0.647176498700195,FALSE,FALSE,FALSE,ns_both,0.0965671230872449,0.0965671230872449
FBgn0031700,-0.0316315585884137,0.91782701289241,0.0623682856654161,1,FALSE,FALSE,FALSE,ns_both,0.09399984425382979,0.09399984425382979
FBgn0266489,0.0931431940708972,0.726395281070892,0,1,FALSE,FALSE,FALSE,ns_both,-0.0931431940708972,0.0931431940708972
FBgn0259173,-0.0429373070314025,0.889925627650963,0.0498838117512885,0.939303253474758,FALSE,FALSE,FALSE,ns_both,0.092821118782691,0.092821118782691
FBgn0039790,-0.0736266563881477,0.755566274287578,0.0190658700077534,1,FALSE,FALSE,FALSE,ns_both,0.09269252639590109,0.09269252639590109
FBgn0040343,0.0247108545769538,0.983444402163232,-0.0672845026342138,1,FALSE,FALSE,FALSE,ns_both,-0.09199535721116761,0.09199535721116761
FBgn0038243,-0.0125627661269944,0.973656609890832,0.0790850909458388,0.954069557595805,FALSE,FALSE,FALSE,ns_both,0.09164785707283321,0.09164785707283321
FBgn0031717,-0.0456080886058706,0.925385286448525,0.046027920946454,1,FALSE,FALSE,FALSE,ns_both,0.0916360095523246,0.0916360095523246
FBgn0040294,-0.00526481731009357,0.988461960048917,0.0856952588358271,0.90792898242902,FALSE,FALSE,FALSE,ns_both,0.09096007614592067,0.09096007614592067
FBgn0012034,-0.053517089443686,0.843457341138299,0.0366872820669402,1,FALSE,FALSE,FALSE,ns_both,0.0902043715106262,0.0902043715106262
FBgn0010877,-0.0149024204817683,0.958889498097758,0.074707869578958,0.748474236109573,FALSE,FALSE,FALSE,ns_both,0.08961029006072631,0.08961029006072631
FBgn0033250,-0.00819220616526148,0.988461960048917,0.0813458613594125,0.942590642886338,FALSE,FALSE,FALSE,ns_both,0.08953806752467398,0.08953806752467398
FBgn0053288,0.0452181888842246,0.96013495023279,-0.0441923212005902,1,FALSE,FALSE,FALSE,ns_both,-0.08941051008481479,0.08941051008481479
FBgn0035627,0.0750261544920674,0.937298768005095,-0.014250250220033,1,FALSE,FALSE,FALSE,ns_both,-0.0892764047121004,0.0892764047121004
FBgn0016970,-0.0846336262132305,0.889336695953203,0.00453438716086374,1,FALSE,FALSE,FALSE,ns_both,0.08916801337409425,0.08916801337409425
FBgn0023530,-0.0560484645354027,0.869236447722828,0.0325656061458856,1,FALSE,FALSE,FALSE,ns_both,0.08861407068128829,0.08861407068128829
FBgn0035022,-0.0433322159864264,0.956702982520569,0.0450824625258672,1,FALSE,FALSE,FALSE,ns_both,0.08841467851229359,0.08841467851229359
FBgn0035676,-0.0485196008123184,0.869236447722828,0.0395346421578683,1,FALSE,FALSE,FALSE,ns_both,0.0880542429701867,0.0880542429701867
FBgn0038246,-0.0386534225910519,0.880341448764084,0.0492105454499946,0.932324644162655,FALSE,FALSE,FALSE,ns_both,0.0878639680410465,0.0878639680410465
FBgn0259202,-0.0862225046818647,0.693477231494756,0,1,FALSE,FALSE,FALSE,ns_both,0.0862225046818647,0.0862225046818647
FBgn0034372,-0.0862225046818647,0.693477231494756,0,1,FALSE,FALSE,FALSE,ns_both,0.0862225046818647,0.0862225046818647
FBgn0265003,-0.0328765636705667,0.899313120335917,0.0533351830417909,0.856687002839618,FALSE,FALSE,FALSE,ns_both,0.0862117467123576,0.0862117467123576
FBgn0030707,-0.0682634573443402,0.838347911257995,0.0174165271838916,1,FALSE,FALSE,FALSE,ns_both,0.08567998452823179,0.08567998452823179
FBgn0038108,0.0700390080094763,0.923888760870639,-0.0155397764930462,1,FALSE,FALSE,FALSE,ns_both,-0.08557878450252249,0.08557878450252249
FBgn0003255,0.0517990283127345,0.875694122277943,-0.0336396408842293,1,FALSE,FALSE,FALSE,ns_both,-0.0854386691969638,0.0854386691969638
FBgn0037093,-0.0699049187814429,0.772704247640594,0.0145196268363753,1,FALSE,FALSE,FALSE,ns_both,0.0844245456178182,0.0844245456178182
FBgn0039464,-0.0340858439977614,0.893886150433775,0.0499394341540535,0.957490524755073,FALSE,FALSE,FALSE,ns_both,0.0840252781518149,0.0840252781518149
FBgn0031209,-0.0684648195979774,0.956017803006476,0.0147224853743369,1,FALSE,FALSE,FALSE,ns_both,0.0831873049723143,0.0831873049723143
FBgn0039151,-0.0624414753414581,0.961359979949737,0.0203378816798783,1,FALSE,FALSE,FALSE,ns_both,0.0827793570213364,0.0827793570213364
FBgn0259162,-0.0322922444940684,0.958889498097758,0.0504750549453286,1,FALSE,FALSE,FALSE,ns_both,0.08276729943939701,0.08276729943939701
FBgn0017482,-0.00682398730069479,0.99143958749111,0.0758059943065899,1,FALSE,FALSE,FALSE,ns_both,0.08262998160728469,0.08262998160728469
FBgn0035670,-0.00433003768909244,0.995799873099048,0.0782083725403882,1,FALSE,FALSE,FALSE,ns_both,0.08253841022948065,0.08253841022948065
FBgn0031765,-0.0438891439005796,0.915911925637934,0.0386060592337522,1,FALSE,FALSE,FALSE,ns_both,0.08249520313433181,0.08249520313433181
FBgn0035976,-0.077557822919587,0.769765301513311,0.0042457037151906,1,FALSE,FALSE,FALSE,ns_both,0.0818035266347776,0.0818035266347776
FBgn0029720,-0.0743913861347734,0.765192715874731,0.00735906313331904,1,FALSE,FALSE,FALSE,ns_both,0.08175044926809244,0.08175044926809244
FBgn0261360,0.0813737441384137,0.886234076355979,0,1,FALSE,FALSE,FALSE,ns_both,-0.0813737441384137,0.0813737441384137
FBgn0265048,-0.00451230603062325,0.99286477630611,0.0766347181022861,1,FALSE,FALSE,FALSE,ns_both,0.08114702413290935,0.08114702413290935
FBgn0085248,0.0550370047287242,0.914741065217275,-0.0259378615707122,1,FALSE,FALSE,FALSE,ns_both,-0.0809748662994364,0.0809748662994364
FBgn0027654,-0.0139188906842501,0.962550535586621,0.0670492969410753,0.819447715373641,FALSE,FALSE,FALSE,ns_both,0.0809681876253254,0.0809681876253254
FBgn0051274,0.0808787223592681,0.988461960048917,0,1,FALSE,FALSE,FALSE,ns_both,-0.0808787223592681,0.0808787223592681
FBgn0050054,-0.0115576031754222,0.965567618903612,0.0691726568930195,0.932324644162655,FALSE,FALSE,FALSE,ns_both,0.08073026006844171,0.08073026006844171
FBgn0031473,-0.0533137457666382,0.833880019285238,0.0265861604029873,1,FALSE,FALSE,FALSE,ns_both,0.0798999061696255,0.0798999061696255
FBgn0040918,-0.0161963416662112,0.956409438621409,0.0635971312013522,0.989697979221921,FALSE,FALSE,FALSE,ns_both,0.0797934728675634,0.0797934728675634
FBgn0030360,-0.038143283203744,0.937940591909009,0.0415712067940852,1,FALSE,FALSE,FALSE,ns_both,0.07971448999782921,0.07971448999782921
FBgn0010762,-0.0264686418862285,0.930525136130877,0.0530458732873031,0.899233941122798,FALSE,FALSE,FALSE,ns_both,0.0795145151735316,0.0795145151735316
FBgn0261989,0.0365980899205843,0.976282158191785,-0.0427254237069277,1,FALSE,FALSE,FALSE,ns_both,-0.079323513627512,0.079323513627512
FBgn0052260,0.0771564407947367,0.901995115767191,-0.00197690333427717,1,FALSE,FALSE,FALSE,ns_both,-0.07913334412901386,0.07913334412901386
FBgn0260431,0.0772092989673213,0.918142908692405,-0.00172754911223568,1,FALSE,FALSE,FALSE,ns_both,-0.07893684807955698,0.07893684807955698
FBgn0000047,-0.0220752766063931,0.987061081622256,0.0567892249283334,1,FALSE,FALSE,FALSE,ns_both,0.0788645015347265,0.0788645015347265
