FBgn,logFC_Tutorial,qval_Tutorial,logFC_Published,qval_Published,direction_agree,sig_A,sig_B,category,delta_logFC,abs_delta
FBgn0033821,-0.27997106938775,0.857147604256007,0.063630263255505,1,FALSE,FALSE,FALSE,ns_both,0.343601332643255,0.343601332643255
FBgn0032297,-0.0102779196011033,0.986199262039747,0.330851764366473,0.0956217828908426,FALSE,FALSE,FALSE,ns_both,0.3411296839675763,0.3411296839675763
FBgn0260451,-0.341033915386282,0.107582395555567,0,1,FALSE,FALSE,FALSE,ns_both,0.341033915386282,0.341033915386282
FBgn0053995,0.34088070729665,0.0812633947137383,0,1,FALSE,FALSE,FALSE,ns_both,-0.34088070729665,0.34088070729665
FBgn0035711,-0.328097046049921,0.575179077806513,0.0102472170731164,1,FALSE,FALSE,FALSE,ns_both,0.3383442631230374,0.3383442631230374
FBgn0263051,-0.336333829039657,0.174726243022755,0,1,FALSE,FALSE,FALSE,ns_both,0.336333829039657,0.336333829039657
FBgn0041710,-0.075833929044283,0.961091180837725,0.254375830285373,0.969372335444846,FALSE,FALSE,FALSE,ns_both,0.33020975932965596,0.33020975932965596
FBgn0003082,0.0701870309846986,0.944615145398824,-0.258848048586792,0.721820452931535,FALSE,FALSE,FALSE,ns_both,-0.3290350795714906,0.3290350795714906
FBgn0013812,-0.10000254887665,0.949914956149761,0.225911112034722,1,FALSE,FALSE,FALSE,ns_both,0.32591366091137197,0.32591366091137197
FBgn0039780,0.121114696443068,0.917006694464118,-0.199837830328992,1,FALSE,FALSE,FALSE,ns_both,-0.32095252677206,0.32095252677206
FBgn0039049,-0.320251870905924,0.537278429022797,0,1,FALSE,FALSE,FALSE,ns_both,0.320251870905924,0.320251870905924
FBgn0036583,-0.236110696185107,0.708373422441577,0.0836643874271971,1,FALSE,FALSE,FALSE,ns_both,0.3197750836123041,0.3197750836123041
FBgn0035085,-0.0781159488827795,0.927163725754763,0.240465140532767,1,FALSE,FALSE,FALSE,ns_both,0.3185810894155465,0.3185810894155465
FBgn0038213,-0.188122399697069,0.941260926626045,0.126466461167617,1,FALSE,FALSE,FALSE,ns_both,0.314588860864686,0.314588860864686
FBgn0033366,-0.300440837137506,0.843457341138299,0.0134799728208576,1,FALSE,FALSE,FALSE,ns_both,0.31392080995836363,0.31392080995836363
FBgn0031560,-0.100947687156224,0.944615145398824,0.210384147057591,1,FALSE,FALSE,FALSE,ns_both,0.311331834213815,0.311331834213815
FBgn0036689,-0.287720847351831,0.839930865704606,0.022118638228489,1,FALSE,FALSE,FALSE,ns_both,0.30983948558032004,0.30983948558032004
FBgn0038570,-0.309285725115926,0.0759715643401816,0,1,FALSE,FALSE,FALSE,ns_both,0.309285725115926,0.309285725115926
FBgn0004227,-0.124986150478554,0.577672873550946,0.182282210090405,0.154647589288587,FALSE,FALSE,FALSE,ns_both,0.307268360568959,0.307268360568959
FBgn0053105,0.306900197642423,0.412855727642714,0,1,FALSE,FALSE,FALSE,ns_both,-0.306900197642423,0.306900197642423
FBgn0260759,-0.303825001908049,0.105393939523605,0,1,FALSE,FALSE,FALSE,ns_both,0.303825001908049,0.303825001908049
FBgn0260760,-0.303825001908049,0.105393939523605,0,1,FALSE,FALSE,FALSE,ns_both,0.303825001908049,0.303825001908049
FBgn0011481,-0.00713445314673973,0.979543927177325,0.29644199691607,0.0161824914688134,FALSE,FALSE,FALSE,ns_both,0.3035764500628097,0.3035764500628097
FBgn0085470,-0.301842885981554,0.431905529567918,0,1,FALSE,FALSE,FALSE,ns_both,0.301842885981554,0.301842885981554
FBgn0039420,-0.0491683378884896,0.897707843110608,0.249544859807008,0.292046673510069,FALSE,FALSE,FALSE,ns_both,0.2987131976954976,0.2987131976954976
FBgn0037824,-0.298295502363013,0.834864113308753,0,1,FALSE,FALSE,FALSE,ns_both,0.298295502363013,0.298295502363013
FBgn0263402,-0.0760354100463605,0.971859283436005,0.218139020628697,1,FALSE,FALSE,FALSE,ns_both,0.2941744306750575,0.2941744306750575
FBgn0044047,-0.221949619976824,0.789328226132062,0.0695064718233092,1,FALSE,FALSE,FALSE,ns_both,0.2914560918001332,0.2914560918001332
FBgn0052939,0.290563327847188,0.861376466928151,0,1,FALSE,FALSE,FALSE,ns_both,-0.290563327847188,0.290563327847188
FBgn0064237,-0.0546533624187995,0.980826882877348,0.234520142681932,1,FALSE,FALSE,FALSE,ns_both,0.2891735051007315,0.2891735051007315
FBgn0041174,-0.172695164510207,0.58969876451305,0.11553899481007,0.783061793609594,FALSE,FALSE,FALSE,ns_both,0.288234159320277,0.288234159320277
FBgn0011305,-0.140506536531924,0.47479237127268,0.147683647751685,0.459634736918229,FALSE,FALSE,FALSE,ns_both,0.288190184283609,0.288190184283609
FBgn0085339,-0.0948204991694989,0.851167210648585,0.192391685798371,0.948846794519844,FALSE,FALSE,FALSE,ns_both,0.2872121849678699,0.2872121849678699
FBgn0260468,-0.286993849443372,0.274399377109757,0,1,FALSE,FALSE,FALSE,ns_both,0.286993849443372,0.286993849443372
FBgn0034030,0.16739528273658,0.827721930976687,-0.11936205941211,1,FALSE,FALSE,FALSE,ns_both,-0.28675734214869,0.28675734214869
FBgn0024326,-0.00146077655605626,0.996297561365141,0.285063756797753,0.0175567048499704,FALSE,FALSE,FALSE,ns_both,0.28652453335380923,0.28652453335380923
FBgn0040763,0.186422506089323,0.873545458590031,-0.0994584952954571,1,FALSE,FALSE,FALSE,ns_both,-0.2858810013847801,0.2858810013847801
FBgn0013342,-0.129923877194597,0.587298033354238,0.15543663100561,0.235383077753465,FALSE,FALSE,FALSE,ns_both,0.285360508200207,0.285360508200207
FBgn0266486,0.283362680687268,0.0624854017678804,0,1,FALSE,FALSE,FALSE,ns_both,-0.283362680687268,0.283362680687268
FBgn0263050,0.283351555831663,0.634557743762264,0,1,FALSE,FALSE,FALSE,ns_both,-0.283351555831663,0.283351555831663
FBgn0260470,0.281298496038583,0.111034809049301,0,1,FALSE,FALSE,FALSE,ns_both,-0.281298496038583,0.281298496038583
FBgn0031668,-0.279336576389393,0.26955994014553,0,1,FALSE,FALSE,FALSE,ns_both,0.279336576389393,0.279336576389393
FBgn0265968,-0.279336576389393,0.26955994014553,0,1,FALSE,FALSE,FALSE,ns_both,0.279336576389393,0.279336576389393
FBgn0015553,0.0837191956128949,0.873759668621469,-0.194843095888781,1,FALSE,FALSE,FALSE,ns_both,-0.2785622915016759,0.2785622915016759
FBgn0259721,-0.277658659071673,0.182990446018425,0,1,FALSE,FALSE,FALSE,ns_both,0.277658659071673,0.277658659071673
FBgn0260464,-0.277658659071673,0.182990446018425,0,1,FALSE,FALSE,FALSE,ns_both,0.277658659071673,0.277658659071673
FBgn0038100,-0.0373852191410788,0.886721172270985,0.239011852483503,0.0950849857856272,FALSE,FALSE,FALSE,ns_both,0.2763970716245818,0.2763970716245818
FBgn0038827,-0.098238294648994,0.88545538535938,0.178100231059482,1,FALSE,FALSE,FALSE,ns_both,0.276338525708476,0.276338525708476
FBgn0050154,-0.0298266515662693,0.981403479553125,0.245425184432523,0.99325491810619,FALSE,FALSE,FALSE,ns_both,0.2752518359987923,0.2752518359987923
FBgn0030684,0.220236980811538,0.763864474596503,-0.0502765974738153,1,FALSE,FALSE,FALSE,ns_both,-0.2705135782853533,0.2705135782853533
FBgn0259167,0.244039884286654,0.751122261522312,-0.0258969726858259,1,FALSE,FALSE,FALSE,ns_both,-0.2699368569724799,0.2699368569724799
FBgn0038211,-0.105177133482753,0.886518591198504,0.161532619604542,0.812476984748404,FALSE,FALSE,FALSE,ns_both,0.266709753087295,0.266709753087295
FBgn0032618,0.26588331326813,0.522731862153796,0,1,FALSE,FALSE,FALSE,ns_both,-0.26588331326813,0.26588331326813
FBgn0029915,-0.139043467005327,0.799096279498492,0.126251168203623,0.905076223658836,FALSE,FALSE,FALSE,ns_both,0.26529463520895,0.26529463520895
FBgn0040153,-0.0468949153982744,0.890611669043616,0.217526820484227,0.254396954817795,FALSE,FALSE,FALSE,ns_both,0.2644217358825014,0.2644217358825014
FBgn0039069,-0.0924981992682119,0.942744886330735,0.171872561945961,0.968622667141677,FALSE,FALSE,FALSE,ns_both,0.2643707612141729,0.2643707612141729
FBgn0039308,-0.262910857055612,0.467324612055226,0,1,FALSE,FALSE,FALSE,ns_both,0.262910857055612,0.262910857055612
FBgn0052104,-0.0999048441833328,0.756847185510361,0.161868546186954,0.680183438778013,FALSE,FALSE,FALSE,ns_both,0.2617733903702868,0.2617733903702868
FBgn0266525,0.26082716309704,0.0770509175627091,0,1,FALSE,FALSE,FALSE,ns_both,-0.26082716309704,0.26082716309704
FBgn0039415,0.151579602848535,0.927163725754763,-0.108871598448909,1,FALSE,FALSE,FALSE,ns_both,-0.260451201297444,0.260451201297444
FBgn0034990,-0.0636719449677508,0.961359979949737,0.194662212654005,0.943870415503556,FALSE,FALSE,FALSE,ns_both,0.2583341576217558,0.2583341576217558
FBgn0051199,0.0748996132462111,0.767586398197738,-0.182914907944982,0.561178094923835,FALSE,FALSE,FALSE,ns_both,-0.2578145211911931,0.2578145211911931
FBgn0039584,-0.0231370215744997,0.937940591909009,0.234215177714812,0.14030021666492,FALSE,FALSE,FALSE,ns_both,0.2573521992893117,0.2573521992893117
FBgn0051809,-0.174616978942596,0.833880019285238,0.0807687071303178,1,FALSE,FALSE,FALSE,ns_both,0.2553856860729138,0.2553856860729138
FBgn0016976,0.254201555286059,0.554922225936064,0,1,FALSE,FALSE,FALSE,ns_both,-0.254201555286059,0.254201555286059
FBgn0016975,0.254201555286059,0.554922225936064,0,1,FALSE,FALSE,FALSE,ns_both,-0.254201555286059,0.254201555286059
FBgn0027348,-0.179803098903571,0.893886150433775,0.0737212999604651,1,FALSE,FALSE,FALSE,ns_both,0.2535243988640361,0.2535243988640361
FBgn0030452,-0.0316384987149225,0.927163725754763,0.221807794525211,1,FALSE,FALSE,FALSE,ns_both,0.25344629324013346,0.25344629324013346
FBgn0032974,-0.0100761635413499,0.971498581346509,0.240612996360455,0.0962709390714642,FALSE,FALSE,FALSE,ns_both,0.2506891599018049,0.2506891599018049
FBgn0261086,-0.027095129010585,0.922703211510173,0.220443849033213,0.269236019711023,FALSE,FALSE,FALSE,ns_both,0.247538978043798,0.247538978043798
FBgn0265313,-0.046752361333894,0.939870985064508,0.200758115332609,0.941293039143382,FALSE,FALSE,FALSE,ns_both,0.247510476666503,0.247510476666503
FBgn0264989,0.247382012031922,0.838373452545027,0,1,FALSE,FALSE,FALSE,ns_both,-0.247382012031922,0.247382012031922
FBgn0264990,0.247382012031922,0.838373452545027,0,1,FALSE,FALSE,FALSE,ns_both,-0.247382012031922,0.247382012031922
FBgn0265045,-0.0487780222435094,0.89312856431483,0.197580306279288,0.30595405736875,FALSE,FALSE,FALSE,ns_both,0.24635832852279738,0.24635832852279738
FBgn0066303,-0.245738380419694,0.262181465745086,0,1,FALSE,FALSE,FALSE,ns_both,0.245738380419694,0.245738380419694
FBgn0066304,-0.245738380419694,0.262181465745086,0,1,FALSE,FALSE,FALSE,ns_both,0.245738380419694,0.245738380419694
FBgn0003996,0.0580113606208615,0.886935677173163,-0.187324814638133,0.739678081637245,FALSE,FALSE,FALSE,ns_both,-0.24533617525899448,0.24533617525899448
FBgn0027930,-0.162550917431754,0.900747936907388,0.0827639396446401,1,FALSE,FALSE,FALSE,ns_both,0.2453148570763941,0.2453148570763941
FBgn0025334,0.114304293357955,0.933921410027992,-0.127586711014055,1,FALSE,FALSE,FALSE,ns_both,-0.24189100437201,0.24189100437201
FBgn0034046,-0.0254919352219047,0.92517609942425,0.215251041421438,0.300038662423537,FALSE,FALSE,FALSE,ns_both,0.2407429766433427,0.2407429766433427
FBgn0033845,0.0992844246702466,0.86033213197426,-0.14059193928435,1,FALSE,FALSE,FALSE,ns_both,-0.2398763639545966,0.2398763639545966
FBgn0260742,-0.202370434469381,0.264457291129223,0.0373751407353825,1,FALSE,FALSE,FALSE,ns_both,0.2397455752047635,0.2397455752047635
FBgn0011760,-0.0712519119457932,0.792231137927055,0.168041996412852,0.403572904648163,FALSE,FALSE,FALSE,ns_both,0.2392939083586452,0.2392939083586452
FBgn0039232,-0.237484440142173,0.247973397520749,0.00164239752753604,1,FALSE,FALSE,FALSE,ns_both,0.23912683766970902,0.23912683766970902
FBgn0034518,-0.237873625152795,0.441946018193809,0,1,FALSE,FALSE,FALSE,ns_both,0.237873625152795,0.237873625152795
FBgn0004828,-0.156092921570157,0.475440320631659,0.0808089303734041,0.810760581190791,FALSE,FALSE,FALSE,ns_both,0.23690185194356111,0.23690185194356111
FBgn0064126,-0.235368831326983,0.369280497121477,0,1,FALSE,FALSE,FALSE,ns_both,0.235368831326983,0.235368831326983
FBgn0034157,-0.18551829032947,0.870966043785123,0.0450725866486293,1,FALSE,FALSE,FALSE,ns_both,0.23059087697809932,0.23059087697809932
FBgn0032234,-0.0779309303474642,0.930525136130877,0.151446161564067,0.931586753814294,FALSE,FALSE,FALSE,ns_both,0.22937709191153122,0.22937709191153122
FBgn0015754,-0.0776625001080885,0.765860269839963,0.151583430757897,0.240276942062614,FALSE,FALSE,FALSE,ns_both,0.2292459308659855,0.2292459308659855
FBgn0033365,-0.207536060939717,0.858955152109887,0.0210888738306409,1,FALSE,FALSE,FALSE,ns_both,0.2286249347703579,0.2286249347703579
FBgn0036734,-0.133248993936752,0.501701690479214,0.0953474558984327,0.449803043884657,FALSE,FALSE,FALSE,ns_both,0.22859644983518468,0.22859644983518468
FBgn0034856,0.0109537638982092,0.987061081622256,-0.216860511768157,1,FALSE,FALSE,FALSE,ns_both,-0.2278142756663662,0.2278142756663662
FBgn0036056,-0.227467149819007,0.75829526097368,0,1,FALSE,FALSE,FALSE,ns_both,0.227467149819007,0.227467149819007
FBgn0031455,-0.226788764428792,0.393555206070596,0,1,FALSE,FALSE,FALSE,ns_both,0.226788764428792,0.226788764428792
FBgn0038902,-0.126899303060499,0.903056012649789,0.0998546277918448,1,FALSE,FALSE,FALSE,ns_both,0.2267539308523438,0.2267539308523438
FBgn0003751,-0.0694877144402495,0.961359979949737,0.156679291617007,1,FALSE,FALSE,FALSE,ns_both,0.22616700605725648,0.22616700605725648
FBgn0031882,-0.0711785832403694,0.874848617404765,0.15488524067203,0.613611606977937,FALSE,FALSE,FALSE,ns_both,0.22606382391239938,0.22606382391239938
FBgn0032836,-0.115504833631336,0.942185204529993,0.109365280383979,1,FALSE,FALSE,FALSE,ns_both,0.22487011401531498,0.22487011401531498
FBgn0001624,-0.142050388505339,0.585232601593684,0.08206230573568,0.656346972528089,FALSE,FALSE,FALSE,ns_both,0.22411269424101898,0.22411269424101898
FBgn0030439,-0.117340190594084,0.941260926626045,0.105712654549176,1,FALSE,FALSE,FALSE,ns_both,0.22305284514326001,0.22305284514326001
FBgn0038541,-0.0263058576000328,0.96984148241902,0.196668785568284,0.804134697301853,FALSE,FALSE,FALSE,ns_both,0.22297464316831678,0.22297464316831678
FBgn0262624,0.080712359137187,0.956636981097888,-0.142108565058827,1,FALSE,FALSE,FALSE,ns_both,-0.222820924196014,0.222820924196014
FBgn0031090,-0.0766707290551445,0.763369025113145,0.143938412714854,0.297009027520958,FALSE,FALSE,FALSE,ns_both,0.2206091417699985,0.2206091417699985
FBgn0033422,-0.0311556921036611,0.967271448885397,0.188755934053327,0.909669741773559,FALSE,FALSE,FALSE,ns_both,0.2199116261569881,0.2199116261569881
FBgn0287695,-0.153607978155077,0.53850274451146,0.0654848914110818,0.986409372514425,FALSE,FALSE,FALSE,ns_both,0.2190928695661588,0.2190928695661588
FBgn0037697,-0.0197313182275991,0.973370615201024,0.199234490554555,0.511361177788743,FALSE,FALSE,FALSE,ns_both,0.2189658087821541,0.2189658087821541
FBgn0260222,-0.218764402536035,0.342269803405601,0,1,FALSE,FALSE,FALSE,ns_both,0.218764402536035,0.218764402536035
FBgn0050290,-0.218764402536035,0.342269803405601,0,1,FALSE,FALSE,FALSE,ns_both,0.218764402536035,0.218764402536035
FBgn0052573,-0.218467157789245,0.870966043785123,0,1,FALSE,FALSE,FALSE,ns_both,0.218467157789245,0.218467157789245
FBgn0261834,0.201029523344023,0.842583150104351,-0.017078552331898,1,FALSE,FALSE,FALSE,ns_both,-0.218108075675921,0.218108075675921
FBgn0053233,0.217395301492251,0.735217757258048,0,1,FALSE,FALSE,FALSE,ns_both,-0.217395301492251,0.217395301492251
FBgn0039500,0.0363130799118408,0.960512431222844,-0.18071690717078,0.96051491622472,FALSE,FALSE,FALSE,ns_both,-0.2170299870826208,0.2170299870826208
FBgn0004652,-0.0552333568401151,0.886721172270985,0.161183568116092,0.455470550645411,FALSE,FALSE,FALSE,ns_both,0.2164169249562071,0.2164169249562071
FBgn0051864,-0.058593093528421,0.900003291462018,0.155385412004912,0.935596644927936,FALSE,FALSE,FALSE,ns_both,0.21397850553333297,0.21397850553333297
FBgn0036860,-0.175147954945844,0.872790046381102,0.0381922985886763,1,FALSE,FALSE,FALSE,ns_both,0.2133402535345203,0.2133402535345203
FBgn0266538,-0.212891586467376,0.305628938678296,0,1,FALSE,FALSE,FALSE,ns_both,0.212891586467376,0.212891586467376
FBgn0038927,-0.212891586467376,0.305628938678296,0,1,FALSE,FALSE,FALSE,ns_both,0.212891586467376,0.212891586467376
FBgn0031874,-0.140809266803894,0.831250281646107,0.0719942635882194,1,FALSE,FALSE,FALSE,ns_both,0.21280353039211342,0.21280353039211342
FBgn0263321,-0.191385643076038,0.905415119760706,0.0212645116234658,1,FALSE,FALSE,FALSE,ns_both,0.2126501546995038,0.2126501546995038
FBgn0003896,-0.059315160461081,0.837048792496848,0.152584689578685,0.395960138896503,FALSE,FALSE,FALSE,ns_both,0.21189985003976602,0.21189985003976602
FBgn0035702,-0.0678969214028444,0.880341448764084,0.143241590850685,0.811574967366373,FALSE,FALSE,FALSE,ns_both,0.2111385122535294,0.2111385122535294
FBgn0040993,-0.209668265753364,0.748709268053191,0,1,FALSE,FALSE,FALSE,ns_both,0.209668265753364,0.209668265753364
FBgn0259201,-0.209668265753364,0.748709268053191,0,1,FALSE,FALSE,FALSE,ns_both,0.209668265753364,0.209668265753364
FBgn0035090,-0.0767046100078698,0.956871170141635,0.132110744930498,1,FALSE,FALSE,FALSE,ns_both,0.20881535493836778,0.20881535493836778
FBgn0083967,-0.208719311450412,0.33884351199359,0,1,FALSE,FALSE,FALSE,ns_both,0.208719311450412,0.208719311450412
FBgn0035104,-0.163592901906,0.831250281646107,0.0442478264148022,1,FALSE,FALSE,FALSE,ns_both,0.2078407283208022,0.2078407283208022
FBgn0259200,0.207449560896866,0.495762140675272,0,1,FALSE,FALSE,FALSE,ns_both,-0.207449560896866,0.207449560896866
FBgn0031453,-0.113532895769885,0.633263074772255,0.0927037291248716,0.66204904440032,FALSE,FALSE,FALSE,ns_both,0.20623662489475658,0.20623662489475658
FBgn0266490,-0.20484084506585,0.23164800939551,0,1,FALSE,FALSE,FALSE,ns_both,0.20484084506585,0.20484084506585
FBgn0259720,-0.204470471025362,0.501300767746063,0,1,FALSE,FALSE,FALSE,ns_both,0.204470471025362,0.204470471025362
FBgn0260484,-0.16072569825465,0.572667260899858,0.0402679085208996,1,FALSE,FALSE,FALSE,ns_both,0.2009936067755496,0.2009936067755496
FBgn0053170,-0.115918284781359,0.632714710107317,0.0835185232601294,0.941393021824278,FALSE,FALSE,FALSE,ns_both,0.1994368080414884,0.1994368080414884
FBgn0000173,-0.0406845678131531,0.882863164854311,0.157578972833917,0.399723856973836,FALSE,FALSE,FALSE,ns_both,0.1982635406470701,0.1982635406470701
FBgn0033214,-0.0721473665506847,0.94583459446451,0.125730326395006,1,FALSE,FALSE,FALSE,ns_both,0.1978776929456907,0.1978776929456907
FBgn0261019,-0.196200202403185,0.531824723747272,0,1,FALSE,FALSE,FALSE,ns_both,0.196200202403185,0.196200202403185
FBgn0266195,-0.196200202403185,0.531824723747272,0,1,FALSE,FALSE,FALSE,ns_both,0.196200202403185,0.196200202403185
FBgn0040715,-0.19473585389796,0.386612884182525,0,1,FALSE,FALSE,FALSE,ns_both,0.19473585389796,0.19473585389796
FBgn0259717,-0.19473585389796,0.386612884182525,0,1,FALSE,FALSE,FALSE,ns_both,0.19473585389796,0.19473585389796
FBgn0031736,-0.19283270031047,0.39813008027999103,0.00121051408637096,1,FALSE,FALSE,FALSE,ns_both,0.19404321439684097,0.19404321439684097
FBgn0263996,-0.192617435400409,0.910391729027457,0,1,FALSE,FALSE,FALSE,ns_both,0.192617435400409,0.192617435400409
FBgn0250911,-0.192236015580504,0.70430373763144,0,1,FALSE,FALSE,FALSE,ns_both,0.192236015580504,0.192236015580504
FBgn0266432,-0.169899285264318,0.893926560083207,0.021864634492447,1,FALSE,FALSE,FALSE,ns_both,0.191763919756765,0.191763919756765
FBgn0015570,-0.159034990254097,0.886234076355979,0.0301398334197806,1,FALSE,FALSE,FALSE,ns_both,0.1891748236738776,0.1891748236738776
FBgn0053223,-0.188977087709568,0.885750091977524,0,1,FALSE,FALSE,FALSE,ns_both,0.188977087709568,0.188977087709568
FBgn0050403,0.124786893449254,0.835186972853376,-0.0641202697281024,1,FALSE,FALSE,FALSE,ns_both,-0.1889071631773564,0.1889071631773564
FBgn0085334,-0.104982193928787,0.949788160775844,0.0836115960764357,1,FALSE,FALSE,FALSE,ns_both,0.1885937900052227,0.1885937900052227
FBgn0035113,0.173048682466671,0.761804142921016,-0.0154050415657038,1,FALSE,FALSE,FALSE,ns_both,-0.1884537240323748,0.1884537240323748
FBgn0260944,-0.00638003442852363,0.981996293545106,0.181998104815413,0.399723856973836,FALSE,FALSE,FALSE,ns_both,0.18837813924393665,0.18837813924393665
FBgn0034162,-0.0511087326459656,0.964699009986502,0.136544734917971,1,FALSE,FALSE,FALSE,ns_both,0.1876534675639366,0.1876534675639366
FBgn0045476,0.187310917867109,0.805117471248547,0,1,FALSE,FALSE,FALSE,ns_both,-0.187310917867109,0.187310917867109
FBgn0035896,-0.114046114817156,0.740561552328861,0.0726082219009249,0.990523650508765,FALSE,FALSE,FALSE,ns_both,0.1866543367180809,0.1866543367180809
FBgn0036723,0.0934446100793351,0.868536402769119,-0.0931666837861618,1,FALSE,FALSE,FALSE,ns_both,-0.1866112938654969,0.1866112938654969
FBgn0036851,-0.0772740558152357,0.886721172270985,0.108466755529796,0.894826885133475,FALSE,FALSE,FALSE,ns_both,0.1857408113450317,0.1857408113450317
FBgn0267487,-0.0718207914116289,0.765744972829028,0.113023952067503,0.55112187941265,FALSE,FALSE,FALSE,ns_both,0.1848447434791319,0.1848447434791319
FBgn0259243,-0.0482078971401481,0.860132912054328,0.136349666820161,0.192492062050165,FALSE,FALSE,FALSE,ns_both,0.1845575639603091,0.1845575639603091
FBgn0036029,0.184451737876427,0.850772676373493,0,1,FALSE,FALSE,FALSE,ns_both,-0.184451737876427,0.184451737876427
FBgn0261353,-0.183637414646803,0.317110344608242,0,1,FALSE,FALSE,FALSE,ns_both,0.183637414646803,0.183637414646803
FBgn0261381,-0.183637414646803,0.317110344608242,0,1,FALSE,FALSE,FALSE,ns_both,0.183637414646803,0.183637414646803
FBgn0259705,-0.0957222806392488,0.840478185659294,0.0876122520762209,1,FALSE,FALSE,FALSE,ns_both,0.1833345327154697,0.1833345327154697
FBgn0034731,-0.149771058764027,0.564915708122034,0.0333278387834289,1,FALSE,FALSE,FALSE,ns_both,0.1830988975474559,0.1830988975474559
FBgn0029911,-0.14740310573124,0.461341737639819,0.0353431303459989,1,FALSE,FALSE,FALSE,ns_both,0.1827462360772389,0.1827462360772389
FBgn0031144,-0.0966013602770747,0.836027952156594,0.0857384562321921,1,FALSE,FALSE,FALSE,ns_both,0.18233981650926678,0.18233981650926678
FBgn0085459,0.180179252765684,0.839930865704606,0,1,FALSE,FALSE,FALSE,ns_both,-0.180179252765684,0.180179252765684
FBgn0038390,0.0911833264159654,0.949289685967037,-0.0877945777010477,1,FALSE,FALSE,FALSE,ns_both,-0.1789779041170131,0.1789779041170131
FBgn0262026,-0.17851667963653,0.433264806294997,0,1,FALSE,FALSE,FALSE,ns_both,0.17851667963653,0.17851667963653
FBgn0004868,-0.0864355294629801,0.727611194259775,0.091207020227133,0.245980733553981,FALSE,FALSE,FALSE,ns_both,0.17764254969011312,0.17764254969011312
FBgn0015600,-0.14429897025754,0.672473891847439,0.0332771021161241,1,FALSE,FALSE,FALSE,ns_both,0.17757607237366407,0.17757607237366407
FBgn0039479,-0.0916391729430644,0.943598287312429,0.0857636392420076,1,FALSE,FALSE,FALSE,ns_both,0.17740281218507198,0.17740281218507198
FBgn0030077,0.122340042816538,0.869636901061963,-0.0543952223974002,1,FALSE,FALSE,FALSE,ns_both,-0.1767352652139382,0.1767352652139382
FBgn0287423,-0.0978775267444092,0.954373031353014,0.0787680139505443,1,FALSE,FALSE,FALSE,ns_both,0.17664554069495347,0.17664554069495347
FBgn0036062,0.157885564647785,0.662763897503251,-0.0185759320646318,1,FALSE,FALSE,FALSE,ns_both,-0.1764614967124168,0.1764614967124168
FBgn0051200,0.0465812311448032,0.850772676373493,-0.129470327429547,0.705752272566852,FALSE,FALSE,FALSE,ns_both,-0.1760515585743502,0.1760515585743502
FBgn0002522,-0.00313498950532606,0.996889355650307,0.172609310883616,0.906624450198175,FALSE,FALSE,FALSE,ns_both,0.17574430038894207,0.17574430038894207
FBgn0287825,-0.0450645119481814,0.872790046381102,0.129844614366828,0.256717681038927,FALSE,FALSE,FALSE,ns_both,0.1749091263150094,0.1749091263150094
FBgn0025595,-0.0207945565442221,0.987061081622256,0.153376510972293,0.977077554859024,FALSE,FALSE,FALSE,ns_both,0.1741710675165151,0.1741710675165151
FBgn0053092,0.0932385152946003,0.904060146446005,-0.0801016817481189,1,FALSE,FALSE,FALSE,ns_both,-0.1733401970427192,0.1733401970427192
FBgn0050011,-0.0892335362329626,0.740561552328861,0.08370701612656,0.655441029348535,FALSE,FALSE,FALSE,ns_both,0.1729405523595226,0.1729405523595226
FBgn0259932,0.169610750827421,0.789050216067294,0,1,FALSE,FALSE,FALSE,ns_both,-0.169610750827421,0.169610750827421
FBgn0035432,-0.0673066117698213,0.778192187804155,0.101923701405583,0.474661669385516,FALSE,FALSE,FALSE,ns_both,0.16923031317540432,0.16923031317540432
FBgn0028932,-0.039867918532194,0.937036268216762,0.129333313388909,0.847640454311611,FALSE,FALSE,FALSE,ns_both,0.16920123192110298,0.16920123192110298
FBgn0034687,-0.126896741959488,0.92958712537205,0.0408067272569468,1,FALSE,FALSE,FALSE,ns_both,0.1677034692164348,0.1677034692164348
FBgn0260467,-0.167299260932556,0.475440320631659,0,1,FALSE,FALSE,FALSE,ns_both,0.167299260932556,0.167299260932556
FBgn0038405,-0.0851631093071029,0.956636981097888,0.0818674452969446,1,FALSE,FALSE,FALSE,ns_both,0.1670305546040475,0.1670305546040475
FBgn0023526,-0.0191298011444191,0.955636336000164,0.147736654760355,0.610736822139595,FALSE,FALSE,FALSE,ns_both,0.16686645590477409,0.16686645590477409
FBgn0002723,-0.0139939144738788,0.971757371161967,0.152469934930036,0.582965569778576,FALSE,FALSE,FALSE,ns_both,0.1664638494039148,0.1664638494039148
FBgn0026064,0.165910848929689,0.886234076355979,0,1,FALSE,FALSE,FALSE,ns_both,-0.165910848929689,0.165910848929689
FBgn0259199,-0.165608829231901,0.819493956093975,0,1,FALSE,FALSE,FALSE,ns_both,0.165608829231901,0.165608829231901
FBgn0013799,-0.105182489225385,0.625831358150383,0.0603999104777753,0.760157642956291,FALSE,FALSE,FALSE,ns_both,0.1655823997031603,0.1655823997031603
FBgn0012344,-0.0164892168202485,0.965385632635569,0.148813113027648,0.399370044357141,FALSE,FALSE,FALSE,ns_both,0.1653023298478965,0.1653023298478965
