FBgn,logFC_Tutorial,qval_Tutorial,logFC_edgeR,qval_edgeR,direction_agree,sig_A,sig_B,category,delta_logFC,abs_delta
FBgn0044011,-0.0597993097109306,0.94592176503754,0.0950812753598365,0.897599749602202,FALSE,FALSE,FALSE,ns_both,0.1548805850707671,0.1548805850707671
FBgn0004907,-9.122296151682e-4,0.997447640697893,0.153677827686832,0.333839737867749,FALSE,FALSE,FALSE,ns_both,0.1545900573020002,0.1545900573020002
FBgn0053113,-0.0238053342836981,0.937036268216762,0.130461888641333,0.291849197845452,FALSE,FALSE,FALSE,ns_both,0.15426722292503112,0.15426722292503112
FBgn0051200,0.0465812311448032,0.850772676373493,-0.107651896098572,0.544185385528433,FALSE,FALSE,FALSE,ns_both,-0.15423312724337518,0.15423312724337518
FBgn0263398,-0.112219218992512,0.607545232074582,0.0409287901153985,0.808315446112309,FALSE,FALSE,FALSE,ns_both,0.1531480091079105,0.1531480091079105
FBgn0030230,-0.0978488571321358,0.705135013328007,0.0550005954056656,0.797564563369556,FALSE,FALSE,FALSE,ns_both,0.1528494525378014,0.1528494525378014
FBgn0263391,-0.0547200684491032,0.837657150061313,0.0974927987841716,0.447516193177055,FALSE,FALSE,FALSE,ns_both,0.1522128672332748,0.1522128672332748
FBgn0032381,0.0078245390317695,0.995598175211115,-0.144103357895178,0.841581990261795,FALSE,FALSE,FALSE,ns_both,-0.1519278969269475,0.1519278969269475
FBgn0000370,-0.116502025013367,0.634638649970827,0.0350811493154982,0.849263521094147,FALSE,FALSE,FALSE,ns_both,0.1515831743288652,0.1515831743288652
FBgn0004108,-0.0330317726343203,0.896125926202174,0.118160583537525,0.425498085813367,FALSE,FALSE,FALSE,ns_both,0.1511923561718453,0.1511923561718453
FBgn0023526,-0.0191298011444191,0.955636336000164,0.131186449021728,0.318178683840468,FALSE,FALSE,FALSE,ns_both,0.15031625016614708,0.15031625016614708
FBgn0062449,-0.0810255530900959,0.769219514179719,0.0679802889500558,0.678718877793963,FALSE,FALSE,FALSE,ns_both,0.14900584204015171,0.14900584204015171
FBgn0036342,-0.0708878954168554,0.865543392711026,0.0766682128378471,0.789612275399924,FALSE,FALSE,FALSE,ns_both,0.1475561082547025,0.1475561082547025
FBgn0086690,-0.073936572544432,0.8313867283639,0.0720381054766681,0.773701406407335,FALSE,FALSE,FALSE,ns_both,0.1459746780211001,0.1459746780211001
FBgn0037282,-0.0458668366411297,0.866361355930875,0.0997863285817268,0.47883875571363,FALSE,FALSE,FALSE,ns_both,0.14565316522285648,0.14565316522285648
FBgn0040832,-0.0614734396769682,0.895533510834968,0.0831695494603592,0.80398309324048,FALSE,FALSE,FALSE,ns_both,0.1446429891373274,0.1446429891373274
FBgn0033402,-0.1364009968046,0.597678309679103,0.007712049670264,0.971356443805759,FALSE,FALSE,FALSE,ns_both,0.144113046474864,0.144113046474864
FBgn0003326,-0.0320176843457245,0.91460081543396,0.111719917328289,0.530574174456294,FALSE,FALSE,FALSE,ns_both,0.1437376016740135,0.1437376016740135
FBgn0003134,-0.0743162767858972,0.757509130270944,0.0694129609087417,0.582625275277439,FALSE,FALSE,FALSE,ns_both,0.1437292376946389,0.1437292376946389
FBgn0005658,-0.0024344351901099,0.994816158037792,0.141060127287202,0.520966528412812,FALSE,FALSE,FALSE,ns_both,0.1434945624773119,0.1434945624773119
FBgn0015614,-0.0511398409852048,0.840070314934966,0.0916849919428453,0.601502863931883,FALSE,FALSE,FALSE,ns_both,0.1428248329280501,0.1428248329280501
FBgn0267252,-0.0864753904531992,0.746286539510588,0.0558448453164336,0.738167851858774,FALSE,FALSE,FALSE,ns_both,0.1423202357696328,0.1423202357696328
FBgn0086698,0.126045843083895,0.548559052905146,-0.0161754326491554,0.950549434315418,FALSE,FALSE,FALSE,ns_both,-0.14222127573305038,0.14222127573305038
FBgn0035998,0.115813470387298,0.769765301513311,-0.0261375498694737,0.930729316560263,FALSE,FALSE,FALSE,ns_both,-0.1419510202567717,0.1419510202567717
FBgn0029002,-0.111940799834165,0.80815160629598,0.0296307560756623,0.926243439672452,FALSE,FALSE,FALSE,ns_both,0.14157155590982728,0.14157155590982728
FBgn0032810,-0.0463135216395186,0.867400237904317,0.0951072072699393,0.56411932161433,FALSE,FALSE,FALSE,ns_both,0.1414207289094579,0.1414207289094579
FBgn0015036,-0.107665529703993,0.736402363778711,0.033526699675781,0.880893732242173,FALSE,FALSE,FALSE,ns_both,0.141192229379774,0.141192229379774
FBgn0034479,-0.0565091786583224,0.971403605206783,0.0841708500289232,0.925937525389802,FALSE,FALSE,FALSE,ns_both,0.1406800286872456,0.1406800286872456
FBgn0266696,-0.108363533019045,0.716756539726916,0.0319239145828262,0.923681069125781,FALSE,FALSE,FALSE,ns_both,0.1402874476018712,0.1402874476018712
FBgn0039831,-0.003996926497299,0.990674975356611,0.134952677320645,0.434585786273386,FALSE,FALSE,FALSE,ns_both,0.138949603817944,0.138949603817944
FBgn0031011,-0.0598952576201797,0.815064582962638,0.0783577180455142,0.649415812137232,FALSE,FALSE,FALSE,ns_both,0.1382529756656939,0.1382529756656939
FBgn0051414,-0.0817197311030452,0.937298768005095,0.0563753721299899,0.932325904551969,FALSE,FALSE,FALSE,ns_both,0.1380951032330351,0.1380951032330351
FBgn0038488,-0.0440628733310378,0.869236447722828,0.0934936516596089,0.593985029394069,FALSE,FALSE,FALSE,ns_both,0.1375565249906467,0.1375565249906467
FBgn0260743,-0.0828288147148254,0.711562386456872,0.0543711927725021,0.722440013119478,FALSE,FALSE,FALSE,ns_both,0.1372000074873275,0.1372000074873275
FBgn0031419,-0.0502003029214938,0.93978240356154,0.0859857071663015,0.82248150608934,FALSE,FALSE,FALSE,ns_both,0.1361860100877953,0.1361860100877953
FBgn0036556,-0.0651693044771242,0.932719232632722,0.070615983755194,0.887837236482102,FALSE,FALSE,FALSE,ns_both,0.1357852882323182,0.1357852882323182
FBgn0037634,-0.0365694304891102,0.950919891208878,0.0991665237033972,0.793355254798281,FALSE,FALSE,FALSE,ns_both,0.1357359541925074,0.1357359541925074
FBgn0000047,-0.0220752766063931,0.987061081622256,0.113503175622804,0.894306174575272,FALSE,FALSE,FALSE,ns_both,0.1355784522291971,0.1355784522291971
FBgn0037070,-0.122670463623137,0.755770865770618,0.0113859177779039,0.968490906154064,FALSE,FALSE,FALSE,ns_both,0.1340563814010409,0.1340563814010409
FBgn0260795,-0.0197551319335723,0.94583459446451,0.11371945905471,0.427673538166334,FALSE,FALSE,FALSE,ns_both,0.1334745909882823,0.1334745909882823
FBgn0037445,-0.0319513157370682,0.93848182534674,0.101341532738786,0.653859342038382,FALSE,FALSE,FALSE,ns_both,0.1332928484758542,0.1332928484758542
FBgn0031305,-0.0372549009061853,0.981403479553125,0.094074811136567,0.923146554644575,FALSE,FALSE,FALSE,ns_both,0.1313297120427523,0.1313297120427523
FBgn0016122,-0.0755309428878635,0.927163725754763,0.0550331889549612,0.918387123952561,FALSE,FALSE,FALSE,ns_both,0.1305641318428247,0.1305641318428247
FBgn0000636,-0.0419464278032521,0.865777512089468,0.0884705981360616,0.574362999499626,FALSE,FALSE,FALSE,ns_both,0.1304170259393137,0.1304170259393137
FBgn0039229,-0.127105331584159,0.66279473617738,0.00279037593106896,0.991730015409434,FALSE,FALSE,FALSE,ns_both,0.12989570751522794,0.12989570751522794
FBgn0082598,-0.10562890347337,0.620556490483125,0.0240240676044203,0.85164029364825,FALSE,FALSE,FALSE,ns_both,0.1296529710777903,0.1296529710777903
FBgn0003321,-0.0119272968540525,0.964414489152641,0.116632033506841,0.375356715078397,FALSE,FALSE,FALSE,ns_both,0.1285593303608935,0.1285593303608935
FBgn0039172,-0.0957212296919581,0.764684232986586,0.030704499478316,0.911658378773786,FALSE,FALSE,FALSE,ns_both,0.12642572917027411,0.12642572917027411
FBgn0023530,-0.0560484645354027,0.869236447722828,0.0696459985628204,0.801642694639828,FALSE,FALSE,FALSE,ns_both,0.1256944630982231,0.1256944630982231
FBgn0005671,-0.051268096568415,0.858236643880374,0.0743082843759103,0.631811505660801,FALSE,FALSE,FALSE,ns_both,0.1255763809443253,0.1255763809443253
FBgn0036271,-0.0769718713192308,0.847042551797825,0.0484596563463127,0.827178362822899,FALSE,FALSE,FALSE,ns_both,0.1254315276655435,0.1254315276655435
FBgn0011274,-0.017718692733178,0.947062992940675,0.106634363295764,0.484989016900894,FALSE,FALSE,FALSE,ns_both,0.124353056028942,0.124353056028942
FBgn0027596,-0.101932105737433,0.672473891847439,0.0223512475998948,0.883626590386932,FALSE,FALSE,FALSE,ns_both,0.1242833533373278,0.1242833533373278
FBgn0266521,-0.0750657294440574,0.761804142921016,0.0486789505408449,0.769156044364867,FALSE,FALSE,FALSE,ns_both,0.1237446799849023,0.1237446799849023
FBgn0051712,-0.122243642005221,0.566795261767597,5.079033783555e-4,0.997446248920654,FALSE,FALSE,FALSE,ns_both,0.12275154538357651,0.12275154538357651
FBgn0038243,-0.0125627661269944,0.973656609890832,0.10857874251613,0.652935748471309,FALSE,FALSE,FALSE,ns_both,0.12114150864312441,0.12114150864312441
FBgn0016978,-0.0720435104253557,0.773221872379756,0.0486308623030756,0.796685645092863,FALSE,FALSE,FALSE,ns_both,0.1206743727284313,0.1206743727284313
FBgn0031634,-0.0107873723546243,0.983487814128585,0.109424328113805,0.756089697414752,FALSE,FALSE,FALSE,ns_both,0.1202117004684293,0.1202117004684293
FBgn0004924,-0.0293262811662691,0.91722871702408,0.089498542180023,0.594947827129125,FALSE,FALSE,FALSE,ns_both,0.1188248233462921,0.1188248233462921
FBgn0037792,-0.0790971785842488,0.858631439648738,0.0394496871608567,0.863096767784413,FALSE,FALSE,FALSE,ns_both,0.1185468657451055,0.1185468657451055
FBgn0259162,-0.0322922444940684,0.958889498097758,0.0859387094853221,0.771007901938713,FALSE,FALSE,FALSE,ns_both,0.11823095397939051,0.11823095397939051
FBgn0038878,-0.045171657579411,0.890404057289235,0.0721137557928175,0.756767424697281,FALSE,FALSE,FALSE,ns_both,0.1172854133722285,0.1172854133722285
FBgn0052103,-0.069666292024984,0.769765301513311,0.0469942262704748,0.783762574076965,FALSE,FALSE,FALSE,ns_both,0.11666051829545881,0.11666051829545881
FBgn0035120,-0.0937876681968386,0.768970233807012,0.0225731844179187,0.895733073477058,FALSE,FALSE,FALSE,ns_both,0.1163608526147573,0.1163608526147573
FBgn0051040,-0.110909587148247,0.687400004815963,0.00540941442583654,0.978833111585809,FALSE,FALSE,FALSE,ns_both,0.11631900157408354,0.11631900157408354
FBgn0004914,-0.0029012994693409,0.992174560801773,0.11283129550438,0.471014980129889,FALSE,FALSE,FALSE,ns_both,0.11573259497372089,0.11573259497372089
FBgn0036380,-0.103201113938523,0.869236447722828,0.012063027362809,0.977890917762094,FALSE,FALSE,FALSE,ns_both,0.115264141301332,0.115264141301332
FBgn0034693,-0.0522573797211118,0.844152215589045,0.0629327231906898,0.671703254587943,FALSE,FALSE,FALSE,ns_both,0.1151901029118016,0.1151901029118016
FBgn0014020,-0.0279824992005835,0.922703211510173,0.0870817665973429,0.515228152390762,FALSE,FALSE,FALSE,ns_both,0.1150642657979264,0.1150642657979264
FBgn0034045,-0.0445216437818837,0.948006732155954,0.0698377720235379,0.874104489713325,FALSE,FALSE,FALSE,ns_both,0.11435941580542161,0.11435941580542161
FBgn0031700,-0.0316315585884137,0.91782701289241,0.0822275803658027,0.676314206801203,FALSE,FALSE,FALSE,ns_both,0.1138591389542164,0.1138591389542164
FBgn0039492,-0.0509609903642356,0.899782654017433,0.0628001946972076,0.808180519307194,FALSE,FALSE,FALSE,ns_both,0.1137611850614432,0.1137611850614432
FBgn0050054,-0.0115576031754222,0.965567618903612,0.102123437024912,0.444707275539148,FALSE,FALSE,FALSE,ns_both,0.1136810402003342,0.1136810402003342
FBgn0000422,-0.0735231976429121,0.77427414493309,0.0392238600861308,0.809946918890712,FALSE,FALSE,FALSE,ns_both,0.1127470577290429,0.1127470577290429
FBgn0053087,0.0394440418787268,0.962550535586621,-0.0724783870532025,0.902647845439318,FALSE,FALSE,FALSE,ns_both,-0.1119224289319293,0.1119224289319293
FBgn0028372,-4.033761302715e-4,0.999367132622879,0.11131138352362,0.566160280879163,FALSE,FALSE,FALSE,ns_both,0.1117147596538915,0.1117147596538915
FBgn0036537,-0.0466208454896042,0.906668883502884,0.0648827018353234,0.815244481107207,FALSE,FALSE,FALSE,ns_both,0.1115035473249276,0.1115035473249276
FBgn0000017,-0.0504381264095315,0.889107114104999,0.0608720978437854,0.848570981030516,FALSE,FALSE,FALSE,ns_both,0.11131022425331691,0.11131022425331691
FBgn0040606,-0.0957146243939932,0.953326433924215,0.0146425632685093,0.988570568432852,FALSE,FALSE,FALSE,ns_both,0.11035718766250249,0.11035718766250249
FBgn0041781,-0.0255442442815466,0.927163725754763,0.0843878204393948,0.657059520974569,FALSE,FALSE,FALSE,ns_both,0.1099320647209414,0.1099320647209414
FBgn0000053,-0.02554257945279,0.973656609890832,0.0842497690265173,0.880598170684882,FALSE,FALSE,FALSE,ns_both,0.1097923484793073,0.1097923484793073
FBgn0012034,-0.053517089443686,0.843457341138299,0.0562508268624771,0.688477825696461,FALSE,FALSE,FALSE,ns_both,0.1097679163061631,0.1097679163061631
FBgn0033479,-0.0259091304562922,0.973384728011967,0.0837151715377995,0.88123565614708,FALSE,FALSE,FALSE,ns_both,0.1096243019940917,0.1096243019940917
FBgn0033166,-0.069356854265226,0.78543393998794,0.0401121115342501,0.805789955849886,FALSE,FALSE,FALSE,ns_both,0.1094689657994761,0.1094689657994761
FBgn0283680,-0.0172478477505248,0.948006732155954,0.0920275413840429,0.603259541805529,FALSE,FALSE,FALSE,ns_both,0.10927538913456769,0.10927538913456769
FBgn0029835,-0.0272788309990937,0.943428558722601,0.0819147036660867,0.744256134263583,FALSE,FALSE,FALSE,ns_both,0.1091935346651804,0.1091935346651804
FBgn0051739,-0.0715791999150092,0.885750091977524,0.0376052052869832,0.820792273444194,FALSE,FALSE,FALSE,ns_both,0.10918440520199241,0.10918440520199241
FBgn0035816,-0.006571384254892,0.980290401233709,0.102592721251566,0.536650264293444,FALSE,FALSE,FALSE,ns_both,0.109164105506458,0.109164105506458
FBgn0037720,-0.0754800600841952,0.81066817716853,0.0318224630830072,0.902361753697281,FALSE,FALSE,FALSE,ns_both,0.1073025231672024,0.1073025231672024
FBgn0031473,-0.0533137457666382,0.833880019285238,0.0539341205735411,0.720488558683545,FALSE,FALSE,FALSE,ns_both,0.1072478663401793,0.1072478663401793
FBgn0040294,-0.0052648173100935,0.988461960048917,0.101913345698432,0.686978217783145,FALSE,FALSE,FALSE,ns_both,0.10717816300852549,0.10717816300852549
FBgn0031251,-0.0935410741668884,0.838373452545027,0.0133913034853965,0.969752966946561,FALSE,FALSE,FALSE,ns_both,0.10693237765228489,0.10693237765228489
FBgn0033265,0.0318292649555455,0.954294170267098,-0.0746113772769315,0.771557456994582,FALSE,FALSE,FALSE,ns_both,-0.106440642232477,0.106440642232477
FBgn0038105,-0.0659969156190105,0.947168258885142,0.040113497811734,0.95181783932301,FALSE,FALSE,FALSE,ns_both,0.1061104134307445,0.1061104134307445
FBgn0283427,-0.0038256887901114,0.996361151798693,0.101600977850107,0.829800059293229,FALSE,FALSE,FALSE,ns_both,0.1054266666402184,0.1054266666402184
FBgn0031717,-0.0456080886058706,0.925385286448525,0.0590746685887716,0.829800059293229,FALSE,FALSE,FALSE,ns_both,0.1046827571946422,0.1046827571946422
FBgn0039464,-0.0340858439977614,0.893886150433775,0.0703145553771363,0.61851276967784,FALSE,FALSE,FALSE,ns_both,0.1044003993748977,0.1044003993748977
FBgn0030251,-0.0831059560416879,0.922703211510173,0.0209320516786801,0.970369434898427,FALSE,FALSE,FALSE,ns_both,0.104038007720368,0.104038007720368
FBgn0017572,-0.0914084635232959,0.67830353608155,0.0115273134396119,0.943032191098586,FALSE,FALSE,FALSE,ns_both,0.1029357769629078,0.1029357769629078
FBgn0035802,-0.0613083155598226,0.870284278856956,0.0415485358432727,0.888170388313979,FALSE,FALSE,FALSE,ns_both,0.1028568514030953,0.1028568514030953
FBgn0033439,-0.0631397730499058,0.964798539381618,0.0393945920141167,0.970055652796963,FALSE,FALSE,FALSE,ns_both,0.1025343650640225,0.1025343650640225
FBgn0052521,-0.05674784628547,0.833157120512333,0.0457602733204896,0.743867842832487,FALSE,FALSE,FALSE,ns_both,0.1025081196059596,0.1025081196059596
FBgn0038972,-0.0761034830696304,0.856564843510561,0.0262534456961627,0.932598922150994,FALSE,FALSE,FALSE,ns_both,0.1023569287657931,0.1023569287657931
FBgn0038246,-0.0386534225910519,0.880341448764084,0.0635670179731269,0.594920865647957,FALSE,FALSE,FALSE,ns_both,0.10222044056417881,0.10222044056417881
FBgn0035968,-0.0988034595812048,0.787409359150219,0.00302156523843495,0.98995967750515,FALSE,FALSE,FALSE,ns_both,0.10182502481963976,0.10182502481963976
FBgn0025702,-0.0095875770794823,0.971794142711212,0.0921216351516965,0.617482852629715,FALSE,FALSE,FALSE,ns_both,0.10170921223117879,0.10170921223117879
FBgn0259173,-0.0429373070314025,0.889925627650963,0.0580995822062952,0.795405427129647,FALSE,FALSE,FALSE,ns_both,0.1010368892376977,0.1010368892376977
FBgn0265003,-0.0328765636705667,0.899313120335917,0.0679761684504976,0.571287610999153,FALSE,FALSE,FALSE,ns_both,0.1008527321210643,0.1008527321210643
FBgn0037093,-0.0699049187814429,0.772704247640594,0.0308108048855693,0.87266166089115,FALSE,FALSE,FALSE,ns_both,0.1007157236670122,0.1007157236670122
FBgn0039790,-0.0736266563881477,0.755566274287578,0.0267042098097182,0.880779253780809,FALSE,FALSE,FALSE,ns_both,0.1003308661978659,0.1003308661978659
FBgn0031871,-0.0238119210409515,0.951256641331166,0.07644167161342,0.759592171949771,FALSE,FALSE,FALSE,ns_both,0.1002535926543715,0.1002535926543715
FBgn0033250,-0.0081922061652614,0.988461960048917,0.0916616698886765,0.799231651511664,FALSE,FALSE,FALSE,ns_both,0.09985387605393789,0.09985387605393789
FBgn0035676,-0.0485196008123184,0.869236447722828,0.0505568618101992,0.804527971355942,FALSE,FALSE,FALSE,ns_both,0.0990764626225176,0.0990764626225176
FBgn0264087,-0.0920878379080249,0.721363087318461,0.00677286894689274,0.965352179717051,FALSE,FALSE,FALSE,ns_both,0.09886070685491764,0.09886070685491764
FBgn0051675,-0.0394670784654265,0.912660708577565,0.059384360563926,0.827474693972716,FALSE,FALSE,FALSE,ns_both,0.0988514390293525,0.0988514390293525
FBgn0034071,-0.0958686077408287,0.734421973627076,0.0028163627392772,0.988599160181146,FALSE,FALSE,FALSE,ns_both,0.0986849704801059,0.0986849704801059
FBgn0032168,-0.020188262791063,0.961851150336085,0.0782376702890888,0.76291934718871,FALSE,FALSE,FALSE,ns_both,0.0984259330801518,0.0984259330801518
FBgn0010877,-0.0149024204817683,0.958889498097758,0.0834880750580235,0.594920865647957,FALSE,FALSE,FALSE,ns_both,0.0983904955397918,0.0983904955397918
FBgn0033948,-0.0238196902019209,0.961295452151724,0.0741749618105544,0.78725642988258,FALSE,FALSE,FALSE,ns_both,0.0979946520124753,0.0979946520124753
FBgn0040918,-0.0161963416662112,0.956409438621409,0.0811685845197113,0.65622775904919,FALSE,FALSE,FALSE,ns_both,0.0973649261859225,0.0973649261859225
FBgn0029838,-0.0372151445136936,0.945426609949327,0.059973028446374,0.849167823545951,FALSE,FALSE,FALSE,ns_both,0.0971881729600676,0.0971881729600676
FBgn0023549,-0.0418482488331471,0.916293007383169,0.0548944722663073,0.85918967392174606,FALSE,FALSE,FALSE,ns_both,0.09674272109945439,0.09674272109945439
FBgn0025635,-0.0816884541353303,0.851254077144046,0.0147708678974319,0.964743090844058,FALSE,FALSE,FALSE,ns_both,0.0964593220327622,0.0964593220327622
FBgn0017551,-0.0798853597958341,0.85777561498682,0.0163236610374389,0.947760201090714,FALSE,FALSE,FALSE,ns_both,0.096209020833273,0.096209020833273
FBgn0033500,-0.057719887074673,0.842114266553222,0.0375914979145181,0.826742180133935,FALSE,FALSE,FALSE,ns_both,0.0953113849891911,0.0953113849891911
FBgn0035022,-0.0433322159864264,0.956702982520569,0.0519654314052652,0.894322015758009,FALSE,FALSE,FALSE,ns_both,0.09529764739169161,0.09529764739169161
FBgn0029687,-0.0063267476801963,0.98206843185748,0.0887194034919114,0.501236167538433,FALSE,FALSE,FALSE,ns_both,0.0950461511721077,0.0950461511721077
FBgn0010583,-0.0550802977952274,0.842114266553222,0.0399003109910018,0.850891895126711,FALSE,FALSE,FALSE,ns_both,0.0949806087862292,0.0949806087862292
FBgn0035382,-0.0056991277524412,0.99101821902748,0.0888884277604383,0.715442318745924,FALSE,FALSE,FALSE,ns_both,0.0945875555128795,0.0945875555128795
FBgn0027654,-0.0139188906842501,0.962550535586621,0.0803570935237882,0.679620946997157,FALSE,FALSE,FALSE,ns_both,0.0942759842080383,0.0942759842080383
FBgn0034137,-0.0118307831530663,0.972392251970417,0.0822964089717015,0.707366937899144,FALSE,FALSE,FALSE,ns_both,0.0941271921247678,0.0941271921247678
FBgn0265048,-0.0045123060306232,0.99286477630611,0.0895416701874355,0.781972514643916,FALSE,FALSE,FALSE,ns_both,0.09405397621805871,0.09405397621805871
FBgn0266446,-0.0179157642124956,0.949914956149761,0.0759819651544482,0.69122158689138,FALSE,FALSE,FALSE,ns_both,0.09389772936694381,0.09389772936694381
FBgn0052260,0.0771564407947367,0.901995115767191,-0.0160040554686103,0.971519422627252,FALSE,FALSE,FALSE,ns_both,-0.09316049626334699,0.09316049626334699
FBgn0024987,-0.0390083838664842,0.890404057289235,0.0538724858795029,0.782800447379831,FALSE,FALSE,FALSE,ns_both,0.0928808697459871,0.0928808697459871
FBgn0050015,-0.0757087934292262,0.837591943602572,0.0170197127302555,0.953201376638992,FALSE,FALSE,FALSE,ns_both,0.09272850615948171,0.09272850615948171
FBgn0030707,-0.0682634573443402,0.838347911257995,0.0241420055347483,0.895657971585566,FALSE,FALSE,FALSE,ns_both,0.09240546287908849,0.09240546287908849
FBgn0029723,-0.0268657827517955,0.92479947463942,0.0647339767948755,0.687286763544583,FALSE,FALSE,FALSE,ns_both,0.09159975954667099,0.09159975954667099
FBgn0032378,-0.0086206211753398,0.974798483452837,0.0828666305010815,0.531237722114812,FALSE,FALSE,FALSE,ns_both,0.0914872516764213,0.0914872516764213
FBgn0000028,-0.0086413366230233,0.984395480890591,0.0827090384743471,0.751911196182942,FALSE,FALSE,FALSE,ns_both,0.0913503750973704,0.0913503750973704
FBgn0035121,-0.0106553421789716,0.968224175754709,0.0806754894535197,0.61300641977016,FALSE,FALSE,FALSE,ns_both,0.0913308316324913,0.0913308316324913
FBgn0037730,-0.0063569500959023,0.990735168880097,0.084098366922519,0.819546835681161,FALSE,FALSE,FALSE,ns_both,0.0904553170184213,0.0904553170184213
FBgn0024846,-4.159907884046e-4,0.99932993475263,0.0889480340850929,0.676314206801203,FALSE,FALSE,FALSE,ns_both,0.0893640248734975,0.0893640248734975
FBgn0038129,-0.0854619376987542,0.89048887828156,0.00314982754324828,0.99355793522019,FALSE,FALSE,FALSE,ns_both,0.08861176524200247,0.08861176524200247
FBgn0261477,-0.0247153568836457,0.927699267297706,0.0629593777939605,0.581083442607528,FALSE,FALSE,FALSE,ns_both,0.0876747346776062,0.0876747346776062
FBgn0003716,-0.0257205942711142,0.921037709370302,0.0617619653991027,0.622775588310457,FALSE,FALSE,FALSE,ns_both,0.0874825596702169,0.0874825596702169
FBgn0040376,-0.0344693314292194,0.950437432351971,0.0528657340624736,0.849263521094147,FALSE,FALSE,FALSE,ns_both,0.08733506549169301,0.08733506549169301
FBgn0026718,0.0040636694280624,0.991254777115217,-0.0826435523445846,0.739524395753087,FALSE,FALSE,FALSE,ns_both,-0.086707221772647,0.086707221772647
FBgn0010441,-0.0692522139904062,0.870574566533939,0.0174421239623874,0.951213162688609,FALSE,FALSE,FALSE,ns_both,0.08669433795279359,0.08669433795279359
FBgn0029720,-0.0743913861347734,0.765192715874731,0.012054788152368,0.931545276274851,FALSE,FALSE,FALSE,ns_both,0.08644617428714141,0.08644617428714141
FBgn0030183,-0.0205501711830322,0.941260926626045,0.0652284823529189,0.702560664703882,FALSE,FALSE,FALSE,ns_both,0.0857786535359511,0.0857786535359511
FBgn0267828,-0.0745948562100686,0.765744972829028,0.0108977736437443,0.933297836547256,FALSE,FALSE,FALSE,ns_both,0.0854926298538129,0.0854926298538129
FBgn0011742,-0.0721041712727195,0.757050766815027,0.0132715733827113,0.925690225126922,FALSE,FALSE,FALSE,ns_both,0.0853757446554308,0.0853757446554308
FBgn0002789,-0.0668111723936492,0.886234076355979,0.0183915839413668,0.956333644349567,FALSE,FALSE,FALSE,ns_both,0.085202756335016,0.085202756335016
FBgn0037890,-0.0213350759370702,0.958190216125776,0.0633803312586106,0.818904117635301,FALSE,FALSE,FALSE,ns_both,0.0847154071956808,0.0847154071956808
FBgn0031359,-0.0131345381290789,0.961295452151724,0.0712806922470754,0.585776941301733,FALSE,FALSE,FALSE,ns_both,0.0844152303761543,0.0844152303761543
FBgn0022029,-0.0211770396072523,0.940552750796341,0.0630725670263374,0.594920865647957,FALSE,FALSE,FALSE,ns_both,0.0842496066335897,0.0842496066335897
FBgn0030360,-0.038143283203744,0.937940591909009,0.0460843549635996,0.892609725269428,FALSE,FALSE,FALSE,ns_both,0.0842276381673436,0.0842276381673436
FBgn0261850,-0.0295461815341175,0.952726185591482,0.0545467427715873,0.872271376334935,FALSE,FALSE,FALSE,ns_both,0.08409292430570481,0.08409292430570481
FBgn0011648,-0.0771856482783446,0.761175128263391,0.00677238496054251,0.971545533720632,FALSE,FALSE,FALSE,ns_both,0.08395803323888712,0.08395803323888712
FBgn0013765,-0.0769418681102954,0.748709268053191,0.00689811336492194,0.970369434898427,FALSE,FALSE,FALSE,ns_both,0.08383998147521733,0.08383998147521733
FBgn0034027,-0.021901235115262,0.948310625645327,0.0618750125098457,0.7807011228313,FALSE,FALSE,FALSE,ns_both,0.0837762476251077,0.0837762476251077
FBgn0026084,-0.0667933178386558,0.787371084997693,0.0169731211527308,0.933720048119689,FALSE,FALSE,FALSE,ns_both,0.08376643899138661,0.08376643899138661
FBgn0035976,-0.077557822919587,0.769765301513311,0.00559494377159022,0.974909970495212,FALSE,FALSE,FALSE,ns_both,0.08315276669117722,0.08315276669117722
FBgn0033257,-0.059484534865224,0.896448276329896,0.023225508391605,0.93607355087498,FALSE,FALSE,FALSE,ns_both,0.082710043256829,0.082710043256829
FBgn0017482,-0.0068239873006947,0.99143958749111,0.0757959246890617,0.827709399721535,FALSE,FALSE,FALSE,ns_both,0.08261991198975639,0.08261991198975639
FBgn0085422,-0.052029478202893,0.836027952156594,0.0304943461418426,0.869263993167971,FALSE,FALSE,FALSE,ns_both,0.0825238243447356,0.0825238243447356
FBgn0033677,-0.0445847933874322,0.893886150433775,0.0378982757905563,0.876018626527613,FALSE,FALSE,FALSE,ns_both,0.0824830691779885,0.0824830691779885
FBgn0010762,-0.0264686418862285,0.930525136130877,0.0559563238062405,0.795315470694722,FALSE,FALSE,FALSE,ns_both,0.082424965692469,0.082424965692469
FBgn0035050,-0.0758373699846424,0.786555898128364,0.00650168905478528,0.97579279972015,FALSE,FALSE,FALSE,ns_both,0.08233905903942768,0.08233905903942768
FBgn0004861,-0.0296983278551355,0.954373031353014,0.0525193906587468,0.859931463947095,FALSE,FALSE,FALSE,ns_both,0.08221771851388229,0.08221771851388229
FBgn0263603,-0.0536422850596041,0.860156056541439,0.0283150450216592,0.907950972927384,FALSE,FALSE,FALSE,ns_both,0.0819573300812633,0.0819573300812633
