FBgn,logFC_Tutorial,qval_Tutorial,logFC_edgeR,qval_edgeR,direction_agree,sig_A,sig_B,category,delta_logFC,abs_delta
FBgn0036999,-0.163697838911858,0.528481419806794,0.285840570040356,0.0982498349116846,FALSE,FALSE,FALSE,ns_both,0.449538408952214,0.449538408952214
FBgn0029962,-0.0164610464564331,0.966069410965386,0.428037697021624,0.0567307434618712,FALSE,FALSE,FALSE,ns_both,0.44449874347805707,0.44449874347805707
FBgn0003390,-0.274110207850787,0.767236610609471,0.167458454507315,0.852638878723364,FALSE,FALSE,FALSE,ns_both,0.441568662358102,0.441568662358102
FBgn0033261,0.23421526267502,0.503379498904258,-0.202901899696111,0.44368552298086,FALSE,FALSE,FALSE,ns_both,-0.43711716237113096,0.43711716237113096
FBgn0033405,0.0606906132964716,0.832333106159595,-0.371820760009843,0.106034598796484,FALSE,FALSE,FALSE,ns_both,-0.4325113733063146,0.4325113733063146
FBgn0023520,0.139235053083982,0.48029222393557103,-0.275633875287345,0.390269902491951,FALSE,FALSE,FALSE,ns_both,-0.41486892837132705,0.41486892837132705
FBgn0028396,-0.342834110331436,0.935035441246268,0.0704742656683496,0.977585444498903,FALSE,FALSE,FALSE,ns_both,0.41330837599978565,0.41330837599978565
FBgn0037913,-0.098120855426426,0.767693798388939,0.306357070292126,0.317409610464665,FALSE,FALSE,FALSE,ns_both,0.404477925718552,0.404477925718552
FBgn0034200,-0.297814612336916,0.850771724680734,0.1039566921588,0.925690225126922,FALSE,FALSE,FALSE,ns_both,0.40177130449571596,0.40177130449571596
FBgn0028526,-0.244928339533048,0.906668883502884,0.146030130094725,0.920441257353756,FALSE,FALSE,FALSE,ns_both,0.39095846962777303,0.39095846962777303
FBgn0029769,-0.209779271794237,0.892622972507044,0.170440444052725,0.870186769649545,FALSE,FALSE,FALSE,ns_both,0.380219715846962,0.380219715846962
FBgn0011818,-0.203312284947164,0.314953487037676,0.16412261226489,0.306491081951417,FALSE,FALSE,FALSE,ns_both,0.367434897212054,0.367434897212054
FBgn0032297,-0.0102779196011033,0.986199262039747,0.35259664235435,0.136489073430036,FALSE,FALSE,FALSE,ns_both,0.3628745619554533,0.3628745619554533
FBgn0033821,-0.27997106938775,0.857147604256007,0.082860690970521,0.938368602163686,FALSE,FALSE,FALSE,ns_both,0.362831760358271,0.362831760358271
FBgn0035711,-0.328097046049921,0.575179077806513,0.0318026507598858,0.945736395631909,FALSE,FALSE,FALSE,ns_both,0.3598996968098068,0.3598996968098068
FBgn0011826,-0.0257503087765844,0.927798310755933,0.331195407011227,0.088526718792823,FALSE,FALSE,FALSE,ns_both,0.3569457157878114,0.3569457157878114
FBgn0013812,-0.10000254887665,0.949914956149761,0.246238375662754,0.808836495999,FALSE,FALSE,FALSE,ns_both,0.346240924539404,0.346240924539404
FBgn0041710,-0.075833929044283,0.961091180837725,0.265233867444825,0.799643977144647,FALSE,FALSE,FALSE,ns_both,0.341067796489108,0.341067796489108
FBgn0032149,0.0808588330303847,0.719155311104683,-0.257996160131338,0.322142827573976,FALSE,FALSE,FALSE,ns_both,-0.33885499316172274,0.33885499316172274
FBgn0036583,-0.236110696185107,0.708373422441577,0.097281035821301,0.798717633970165,FALSE,FALSE,FALSE,ns_both,0.333391732006408,0.333391732006408
FBgn0011481,-0.0071344531467397,0.979543927177325,0.314169520198779,0.0536335482854533,FALSE,FALSE,FALSE,ns_both,0.3213039733455187,0.3213039733455187
FBgn0263093,-0.209814667339945,0.585409374670501,0.110072405872399,0.483806509007298,FALSE,FALSE,FALSE,ns_both,0.319887073212344,0.319887073212344
FBgn0041174,-0.172695164510207,0.58969876451305,0.143764974001837,0.537819565135257,FALSE,FALSE,FALSE,ns_both,0.316460138512044,0.316460138512044
FBgn0033366,-0.300440837137506,0.843457341138299,0.0133380304572032,0.989853211380643,FALSE,FALSE,FALSE,ns_both,0.31377886759470924,0.31377886759470924
FBgn0004227,-0.124986150478554,0.577672873550946,0.188479628048065,0.164127372351715,FALSE,FALSE,FALSE,ns_both,0.313465778526619,0.313465778526619
FBgn0044047,-0.221949619976824,0.789328226132062,0.0914401203525902,0.866540531749431,FALSE,FALSE,FALSE,ns_both,0.3133897403294142,0.3133897403294142
FBgn0038930,-0.0440289305608218,0.968037929911835,0.267611935936022,0.705966592708066,FALSE,FALSE,FALSE,ns_both,0.3116408664968438,0.3116408664968438
FBgn0067783,-0.174951538102919,0.366870584519858,0.133361697636034,0.549052864446415,FALSE,FALSE,FALSE,ns_both,0.308313235738953,0.308313235738953
FBgn0064237,-0.0546533624187995,0.980826882877348,0.252522001590117,0.860105465523778,FALSE,FALSE,FALSE,ns_both,0.3071753640089165,0.3071753640089165
FBgn0013342,-0.129923877194597,0.587298033354238,0.17312883929806,0.261418949817325,FALSE,FALSE,FALSE,ns_both,0.30305271649265697,0.30305271649265697
FBgn0031560,-0.100947687156224,0.944615145398824,0.198781654498598,0.835556498529963,FALSE,FALSE,FALSE,ns_both,0.299729341654822,0.299729341654822
FBgn0024326,-0.0014607765560562,0.996297561365141,0.296899645742898,0.0566368114524938,FALSE,FALSE,FALSE,ns_both,0.2983604222989542,0.2983604222989542
FBgn0035028,-0.29150512213745,0.142031450528861,0.00669411358541278,0.970369434898427,FALSE,FALSE,FALSE,ns_both,0.2981992357228628,0.2981992357228628
FBgn0011305,-0.140506536531924,0.47479237127268,0.156167645493534,0.349207779635471,FALSE,FALSE,FALSE,ns_both,0.29667418202545803,0.29667418202545803
FBgn0039420,-0.0491683378884896,0.897707843110608,0.246749013039937,0.151660452941601,FALSE,FALSE,FALSE,ns_both,0.2959173509284266,0.2959173509284266
FBgn0052104,-0.0999048441833328,0.756847185510361,0.19456811004927901,0.257598874139236,FALSE,FALSE,FALSE,ns_both,0.29447295423261183,0.29447295423261183
FBgn0038100,-0.0373852191410788,0.886721172270985,0.25460844614556,0.079775132460699,FALSE,FALSE,FALSE,ns_both,0.2919936652866388,0.2919936652866388
FBgn0029915,-0.139043467005327,0.799096279498492,0.152687677788155,0.625567317092077,FALSE,FALSE,FALSE,ns_both,0.291731144793482,0.291731144793482
FBgn0263602,-0.0845770319353774,0.870574566533939,0.197038372426518,0.517217003745205,FALSE,FALSE,FALSE,ns_both,0.2816154043618954,0.2816154043618954
FBgn0038211,-0.105177133482753,0.886518591198504,0.173361957186728,0.757161636486681,FALSE,FALSE,FALSE,ns_both,0.278539090669481,0.278539090669481
FBgn0032974,-0.0100761635413499,0.971498581346509,0.263954275674258,0.0993572134083521,FALSE,FALSE,FALSE,ns_both,0.2740304392156079,0.2740304392156079
FBgn0030103,-0.227676676050563,0.617714205739233,0.0420208193783786,0.925024688660547,FALSE,FALSE,FALSE,ns_both,0.2696974954289416,0.2696974954289416
FBgn0039584,-0.0231370215744997,0.937940591909009,0.243627508121721,0.118490191337041,FALSE,FALSE,FALSE,ns_both,0.26676452969622066,0.26676452969622066
FBgn0027348,-0.179803098903571,0.893886150433775,0.0856589967011722,0.928230869547887,FALSE,FALSE,FALSE,ns_both,0.2654620956047432,0.2654620956047432
FBgn0027930,-0.162550917431754,0.900747936907388,0.100523407536337,0.891359455790808,FALSE,FALSE,FALSE,ns_both,0.263074324968091,0.263074324968091
FBgn0034046,-0.0254919352219047,0.92517609942425,0.235764879087477,0.131804690733694,FALSE,FALSE,FALSE,ns_both,0.2612568143093817,0.2612568143093817
FBgn0039232,-0.237484440142173,0.247973397520749,0.0213614396079521,0.91827854153528,FALSE,FALSE,FALSE,ns_both,0.2588458797501251,0.2588458797501251
FBgn0011760,-0.0712519119457932,0.792231137927055,0.187350120322156,0.163520220216414,FALSE,FALSE,FALSE,ns_both,0.2586020322679492,0.2586020322679492
FBgn0000064,-0.106295150729318,0.675972036043042,0.151474702433392,0.315682864185006,FALSE,FALSE,FALSE,ns_both,0.25776985316271,0.25776985316271
FBgn0037697,-0.0197313182275991,0.973370615201024,0.235914676256904,0.377751216394929,FALSE,FALSE,FALSE,ns_both,0.2556459944845031,0.2556459944845031
FBgn0260742,-0.202370434469381,0.264457291129223,0.0532023383373994,0.653178757220446,FALSE,FALSE,FALSE,ns_both,0.25557277280678037,0.25557277280678037
FBgn0040153,-0.0468949153982744,0.890611669043616,0.207889309715881,0.244633460559065,FALSE,FALSE,FALSE,ns_both,0.2547842251141554,0.2547842251141554
FBgn0261086,-0.027095129010585,0.922703211510173,0.227568217548795,0.155388571231777,FALSE,FALSE,FALSE,ns_both,0.25466334655938,0.25466334655938
FBgn0265045,-0.0487780222435094,0.89312856431483,0.205254722085794,0.480156870118425,FALSE,FALSE,FALSE,ns_both,0.2540327443293034,0.2540327443293034
FBgn0004828,-0.156092921570157,0.475440320631659,0.0976687082441142,0.643922816524337,FALSE,FALSE,FALSE,ns_both,0.2537616298142712,0.2537616298142712
FBgn0015754,-0.0776625001080885,0.765860269839963,0.170952141063777,0.184215027485119,FALSE,FALSE,FALSE,ns_both,0.24861464117186552,0.24861464117186552
FBgn0028480,-0.200470434466014,0.376338538658238,0.0474617177071665,0.827422025846791,FALSE,FALSE,FALSE,ns_both,0.24793215217318051,0.24793215217318051
FBgn0051199,0.0748996132462111,0.767586398197738,-0.170830433496125,0.402241365507258,FALSE,FALSE,FALSE,ns_both,-0.24573004674233612,0.24573004674233612
FBgn0031090,-0.0766707290551445,0.763369025113145,0.159300091738372,0.218169943711189,FALSE,FALSE,FALSE,ns_both,0.2359708207935165,0.2359708207935165
FBgn0032836,-0.115504833631336,0.942185204529993,0.119109222051185,0.912408709674914,FALSE,FALSE,FALSE,ns_both,0.234614055682521,0.234614055682521
FBgn0001624,-0.142050388505339,0.585232601593684,0.0903788195772927,0.67861049907291,FALSE,FALSE,FALSE,ns_both,0.23242920808263168,0.23242920808263168
FBgn0003996,0.0580113606208615,0.886935677173163,-0.174319141989072,0.504447691532245,FALSE,FALSE,FALSE,ns_both,-0.2323305026099335,0.2323305026099335
FBgn0004652,-0.0552333568401151,0.886721172270985,0.176735721742718,0.503869096714881,FALSE,FALSE,FALSE,ns_both,0.2319690785828331,0.2319690785828331
FBgn0031882,-0.0711785832403694,0.874848617404765,0.160001322625982,0.586594134212816,FALSE,FALSE,FALSE,ns_both,0.2311799058663514,0.2311799058663514
FBgn0036734,-0.133248993936752,0.501701690479214,0.097047298371878,0.44056412926694,FALSE,FALSE,FALSE,ns_both,0.23029629230863,0.23029629230863
FBgn0058002,-0.018641126003085,0.949914956149761,0.211067516644105,0.222701882513486,FALSE,FALSE,FALSE,ns_both,0.22970864264719,0.22970864264719
FBgn0003896,-0.059315160461081,0.837048792496848,0.17017541673267,0.224051026308322,FALSE,FALSE,FALSE,ns_both,0.229490577193751,0.229490577193751
FBgn0028407,-0.0772652563355175,0.792831477154652,0.150400753166569,0.453744691430574,FALSE,FALSE,FALSE,ns_both,0.22766600950208649,0.22766600950208649
FBgn0042178,0.168322478222664,0.691368039095257,-0.0580765309537193,0.753004150521245,FALSE,FALSE,FALSE,ns_both,-0.22639900917638328,0.22639900917638328
FBgn0038541,-0.0263058576000328,0.96984148241902,0.197544096256176,0.634852479542189,FALSE,FALSE,FALSE,ns_both,0.2238499538562088,0.2238499538562088
FBgn0031874,-0.140809266803894,0.831250281646107,0.0828112183105567,0.830146581320504,FALSE,FALSE,FALSE,ns_both,0.2236204851144507,0.2236204851144507
FBgn0267378,-0.214256538078915,0.23992047343699,0.00828512266772291,0.949623938169134,FALSE,FALSE,FALSE,ns_both,0.22254166074663792,0.22254166074663792
FBgn0039358,-0.0827499475424241,0.746922661226437,0.138918730486821,0.289943517598446,FALSE,FALSE,FALSE,ns_both,0.2216686780292451,0.2216686780292451
FBgn0259716,-0.0887735506624076,0.958190216125776,0.13221990015106,0.903038054034436,FALSE,FALSE,FALSE,ns_both,0.2209934508134676,0.2209934508134676
FBgn0035702,-0.0678969214028444,0.880341448764084,0.151915261016452,0.568876214115096,FALSE,FALSE,FALSE,ns_both,0.2198121824192964,0.2198121824192964
FBgn0032613,-0.0459063657984623,0.965615323655283,0.172976453465922,0.819546835681161,FALSE,FALSE,FALSE,ns_both,0.2188828192643843,0.2188828192643843
FBgn0000173,-0.0406845678131531,0.882863164854311,0.177989022944208,0.29343556711441,FALSE,FALSE,FALSE,ns_both,0.2186735907573611,0.2186735907573611
FBgn0263321,-0.191385643076038,0.905415119760706,0.0253607135701268,0.981556657625911,FALSE,FALSE,FALSE,ns_both,0.21674635664616482,0.21674635664616482
FBgn0031453,-0.113532895769885,0.633263074772255,0.100771602342978,0.592924507563958,FALSE,FALSE,FALSE,ns_both,0.214304498112863,0.214304498112863
FBgn0030100,-0.213023795750447,0.545931084895438,0.00126412193831182,0.995286160809323,FALSE,FALSE,FALSE,ns_both,0.21428791768875882,0.21428791768875882
FBgn0053170,-0.115918284781359,0.632714710107317,0.0965455563280566,0.577664850441792,FALSE,FALSE,FALSE,ns_both,0.2124638411094156,0.2124638411094156
FBgn0025388,0.085297008241547,0.859467206974024,-0.125254836062828,0.74438228064298,FALSE,FALSE,FALSE,ns_both,-0.210551844304375,0.210551844304375
FBgn0035090,-0.0767046100078698,0.956871170141635,0.132472008036297,0.888170388313979,FALSE,FALSE,FALSE,ns_both,0.2091766180441668,0.2091766180441668
FBgn0259243,-0.0482078971401481,0.860132912054328,0.156603160272068,0.172392571415948,FALSE,FALSE,FALSE,ns_both,0.2048110574122161,0.2048110574122161
FBgn0031736,-0.19283270031047,0.39813008027999103,0.010724514949996,0.954713193686565,FALSE,FALSE,FALSE,ns_both,0.203557215260466,0.203557215260466
FBgn0260944,-0.0063800344285236,0.981996293545106,0.195460147907419,0.140272779899763,FALSE,FALSE,FALSE,ns_both,0.20184018233594261,0.20184018233594261
FBgn0267487,-0.0718207914116289,0.765744972829028,0.128996796207493,0.405810562187781,FALSE,FALSE,FALSE,ns_both,0.20081758761912188,0.20081758761912188
FBgn0260484,-0.16072569825465,0.572667260899858,0.0369995400258073,0.872271376334935,FALSE,FALSE,FALSE,ns_both,0.1977252382804573,0.1977252382804573
FBgn0032234,-0.0779309303474642,0.930525136130877,0.118628897776659,0.827694647224535,FALSE,FALSE,FALSE,ns_both,0.1965598281241232,0.1965598281241232
FBgn0036851,-0.0772740558152357,0.886721172270985,0.117825199564515,0.720612827685001,FALSE,FALSE,FALSE,ns_both,0.1950992553797507,0.1950992553797507
FBgn0015570,-0.159034990254097,0.886234076355979,0.0354016869530385,0.964536046550337,FALSE,FALSE,FALSE,ns_both,0.1944366772071355,0.1944366772071355
FBgn0035896,-0.114046114817156,0.740561552328861,0.0798916817432962,0.769823627391097,FALSE,FALSE,FALSE,ns_both,0.19393779656045218,0.19393779656045218
FBgn0034364,-0.119780097011025,0.94709239508855,0.0714602842651523,0.947431824442189,FALSE,FALSE,FALSE,ns_both,0.19124038127617732,0.19124038127617732
FBgn0029911,-0.14740310573124,0.461341737639819,0.043180720519281,0.824700185306435,FALSE,FALSE,FALSE,ns_both,0.190583826250521,0.190583826250521
FBgn0028577,-0.156278294393739,0.625859721132379,0.0327723208223297,0.901458455680186,FALSE,FALSE,FALSE,ns_both,0.1890506152160687,0.1890506152160687
FBgn0015600,-0.14429897025754,0.672473891847439,0.0447508204493348,0.880297156987336,FALSE,FALSE,FALSE,ns_both,0.18904979070687478,0.18904979070687478
FBgn0031144,-0.0966013602770747,0.836027952156594,0.0921771169717179,0.766414901752444,FALSE,FALSE,FALSE,ns_both,0.1887784772487926,0.1887784772487926
FBgn0034731,-0.149771058764027,0.564915708122034,0.0375849719702271,0.871211353866999,FALSE,FALSE,FALSE,ns_both,0.1873560307342541,0.1873560307342541
FBgn0004868,-0.0864355294629801,0.727611194259775,0.0989900168004752,0.394223952125792,FALSE,FALSE,FALSE,ns_both,0.1854255462634553,0.1854255462634553
FBgn0035432,-0.0673066117698213,0.778192187804155,0.11770211404914,0.276704221368496,FALSE,FALSE,FALSE,ns_both,0.1850087258189613,0.1850087258189613
FBgn0034162,-0.0511087326459656,0.964699009986502,0.133698194718271,0.860564963416092,FALSE,FALSE,FALSE,ns_both,0.1848069273642366,0.1848069273642366
FBgn0004888,-0.171537017322274,0.387489510884447,0.0102631732473532,0.95141076729716,FALSE,FALSE,FALSE,ns_both,0.1818001905696272,0.1818001905696272
FBgn0028932,-0.039867918532194,0.937036268216762,0.141901357139953,0.597233807558731,FALSE,FALSE,FALSE,ns_both,0.181769275672147,0.181769275672147
FBgn0012344,-0.0164892168202485,0.965385632635569,0.164775296599901,0.430104605058164,FALSE,FALSE,FALSE,ns_both,0.18126451342014951,0.18126451342014951
FBgn0039075,-0.0888793936055358,0.769765301513311,0.0884085615873271,0.669364311618917,FALSE,FALSE,FALSE,ns_both,0.1772879551928629,0.1772879551928629
FBgn0002723,-0.0139939144738788,0.971757371161967,0.162689387923122,0.47786265919917,FALSE,FALSE,FALSE,ns_both,0.17668330239700078,0.17668330239700078
FBgn0035113,0.173048682466671,0.761804142921016,-0.00310306203130953,0.993696436560846,FALSE,FALSE,FALSE,ns_both,-0.17615174449798052,0.17615174449798052
FBgn0042175,-0.158562252321728,0.507077543648615,0.0172315571511545,0.971545533720632,FALSE,FALSE,FALSE,ns_both,0.17579380947288248,0.17579380947288248
FBgn0025595,-0.0207945565442221,0.987061081622256,0.154939725046673,0.827422025846791,FALSE,FALSE,FALSE,ns_both,0.1757342815908951,0.1757342815908951
FBgn0020513,-0.0814283206971307,0.955636336000164,0.0942900076402991,0.922533197000755,FALSE,FALSE,FALSE,ns_both,0.17571832833742979,0.17571832833742979
FBgn0013799,-0.105182489225385,0.625831358150383,0.0704105956710419,0.621564161413567,FALSE,FALSE,FALSE,ns_both,0.1755930848964269,0.1755930848964269
FBgn0040524,-0.105429767874843,0.824743210001589,0.0696985223197388,0.810926786975074,FALSE,FALSE,FALSE,ns_both,0.17512829019458181,0.17512829019458181
FBgn0000303,-0.125020769461211,0.545098561858464,0.0463709690803269,0.800965208313416,FALSE,FALSE,FALSE,ns_both,0.17139173854153789,0.17139173854153789
FBgn0040588,-0.0903596135379219,0.787030282343367,0.0776118589940962,0.755538675702475,FALSE,FALSE,FALSE,ns_both,0.1679714725320181,0.1679714725320181
FBgn0259734,-0.161563517532177,0.502909812824203,0.00561980687694308,0.981511123999205,FALSE,FALSE,FALSE,ns_both,0.16718332440912007,0.16718332440912007
FBgn0036062,0.157885564647785,0.662763897503251,-0.00789589627488318,0.982234721528492,FALSE,FALSE,FALSE,ns_both,-0.16578146092266818,0.16578146092266818
FBgn0030508,-0.0858457850275696,0.765110639435234,0.0781295934567188,0.724715556010795,FALSE,FALSE,FALSE,ns_both,0.1639753784842884,0.1639753784842884
FBgn0262716,-0.0479016905789134,0.865777512089468,0.115577583025211,0.336619350000385,FALSE,FALSE,FALSE,ns_both,0.1634792736041244,0.1634792736041244
FBgn0264075,-0.091569941994025,0.711397802763297,0.0707429269935944,0.610350338906191,FALSE,FALSE,FALSE,ns_both,0.1623128689876194,0.1623128689876194
FBgn0283741,-0.0548420085349552,0.896427565304588,0.10518916921875,0.719145363942614,FALSE,FALSE,FALSE,ns_both,0.1600311777537052,0.1600311777537052
FBgn0019929,-0.100695716564127,0.903056012649789,0.0592145218573878,0.92201985115148,FALSE,FALSE,FALSE,ns_both,0.1599102384215148,0.1599102384215148
FBgn0037374,-0.0252579267970034,0.941260926626045,0.134002177258907,0.559850727303549,FALSE,FALSE,FALSE,ns_both,0.1592601040559104,0.1592601040559104
FBgn0030529,-0.0152527598775473,0.956636981097888,0.143722091333384,0.315370709969612,FALSE,FALSE,FALSE,ns_both,0.1589748512109313,0.1589748512109313
FBgn0036806,-0.081502646067897,0.948006732155954,0.0770997240458908,0.926553479267295,FALSE,FALSE,FALSE,ns_both,0.1586023701137878,0.1586023701137878
FBgn0039690,-0.0321095852594408,0.92261512686058,0.126403552993132,0.508149735676979,FALSE,FALSE,FALSE,ns_both,0.1585131382525728,0.1585131382525728
FBgn0031951,-0.0724641030580894,0.870966043785123,0.0860239189741162,0.743191827769678,FALSE,FALSE,FALSE,ns_both,0.15848802203220558,0.15848802203220558
FBgn0261836,-0.0679046096228579,0.904880717393797,0.090068247567269,0.827770427799513,FALSE,FALSE,FALSE,ns_both,0.15797285719012688,0.15797285719012688
FBgn0010750,-0.136513724905854,0.65066551427899,0.0211629789317745,0.925690225126922,FALSE,FALSE,FALSE,ns_both,0.1576767038376285,0.1576767038376285
FBgn0050046,-0.0874736994981242,0.938291063995957,0.0698436270245016,0.925141458818208,FALSE,FALSE,FALSE,ns_both,0.1573173265226258,0.1573173265226258
FBgn0034093,-0.0362257302607682,0.903064820305203,0.121017658602717,0.506561551838245,FALSE,FALSE,FALSE,ns_both,0.1572433888634852,0.1572433888634852
FBgn0020238,-0.0603216074876062,0.828969292204488,0.0963050788459934,0.460704870044491,FALSE,FALSE,FALSE,ns_both,0.1566266863335996,0.1566266863335996
FBgn0087007,-0.0388216080120117,0.899717432132721,0.117207605486916,0.61300641977016,FALSE,FALSE,FALSE,ns_both,0.1560292134989277,0.1560292134989277
FBgn0028418,-0.141859045137018,0.782505906933421,0.0140714599468462,0.975313499449612,FALSE,FALSE,FALSE,ns_both,0.1559305050838642,0.1559305050838642
